"missing_date","logger","complete_nobs","mon","year","tmin_logger","fit","lwr","upr","se","adjr2","pval","RMSE","method"
2010-09-22,"cr23x",21,"9",2010,2.078,-0.470032306102607,-2.09158549059098,1.15152087838577,0.182909373609822,0.872976000344476,3.60801069813975e-10,0.752840613237072,"cr23x 2wk lm"
2010-09-23,"cr23x",21,"9",2010,0.196,-1.86996812837265,-3.56635222396589,-0.173584032779412,0.259786497140017,0.864428782097198,6.7258285181183e-10,0.767731730009341,"cr23x 2wk lm"
2010-09-24,"cr23x",21,"9",2010,1.163,-1.00966427668466,-2.73459655367154,0.715268000302231,0.199114790559076,0.87768166664033,2.51499528674734e-10,0.799718789947344,"cr23x 2wk lm"
2010-09-25,"cr23x",21,"9",2010,2.649,0.01586898649763,-1.81192725507339,1.84366522806865,0.186241294695805,0.899562560232552,3.82694615773841e-11,0.853189487483669,"cr23x 2wk lm"
2010-09-26,"cr23x",21,"9",2010,6.278,2.79767133251259,0.861138587963547,4.73420407706162,0.287522851664336,0.903670934083326,2.56862007490281e-11,0.879422984893836,"cr23x 2wk lm"
2010-09-27,"cr23x",21,"9",2010,4.827,1.62194269003878,-0.279580418431179,3.52346579850873,0.239498903608164,0.913334448686009,9.36670400423609e-12,0.876368565092655,"cr23x 2wk lm"
2010-09-28,"cr23x",21,"9",2010,8.45,4.43574950625704,2.4206771502226,6.45082186229148,0.400412291509008,0.915673292069581,7.21509736668983e-12,0.875539793877305,"cr23x 2wk lm"
2010-12-31,"cr23x",18,"12",2010,-28.68,-27.2759433719421,-30.7239778770661,-23.8279088668181,0.989318654222212,0.93089027529173,6.4821704910682e-11,1.29103212541227,"cr23x 2wk lm"
2011-01-01,"cr23x",18,"1",2011,-28.31,-25.9999752620938,-29.1389109392235,-22.8610395849641,0.954030007464724,0.928761782200938,8.27032941393426e-11,1.13238152598102,"cr23x 2wk lm"
2011-01-02,"cr23x",18,"1",2011,-20.78,-19.8881227680191,-22.5271754690418,-17.2490700669964,0.569636712092156,0.931594144779207,5.97059378402953e-11,1.10691895964407,"cr23x 2wk lm"
2011-01-03,"cr23x",18,"1",2011,-13.83,-14.240818490451,-16.9645242927276,-11.5171126881745,0.331575004536781,0.915984600200452,3.11297372752516e-10,1.24130232011323,"cr23x 2wk lm"
2011-01-04,"cr23x",18,"1",2011,-15.79,-15.8351997470496,-18.5912380693133,-13.0791614247859,0.393885728997155,0.911238487983608,4.8420873357671e-10,1.23897216729929,"cr23x 2wk lm"
2011-01-05,"cr23x",18,"1",2011,-15.45,-15.5883790079368,-18.293446141117,-12.8833118747567,0.35540196064022,0.905061791861311,8.31727095402154e-10,1.22553958450987,"cr23x 2wk lm"
2011-01-06,"cr23x",18,"1",2011,-12.75,-13.4243169575175,-16.0828519051399,-10.765782009895,0.287764506072022,0.904239989910686,8.91432752487555e-10,1.22061996467137,"cr23x 2wk lm"
2011-01-07,"cr23x",18,"1",2011,-8.6,-10.0841768194778,-12.8353161145844,-7.33303752437121,0.411510445808512,0.900803507138626,1.18376800519038e-09,1.23079390280436,"cr23x 2wk lm"
2011-01-08,"cr23x",18,"1",2011,-8.08,-9.61560602615842,-12.3822997090685,-6.84891234324833,0.44958602305319,0.902202157960584,1.05597303284291e-09,1.22522035374292,"cr23x 2wk lm"
2011-01-09,"cr23x",18,"1",2011,-20.24,-19.4191265922925,-22.2326295764479,-16.6056236081372,0.508718626954631,0.901940282687138,1.07893593805447e-09,1.22581440779303,"cr23x 2wk lm"
2011-01-10,"cr23x",18,"1",2011,-24.63,-23.0048635879774,-26.0390724337409,-19.9706547422138,0.748253814619497,0.899747272382838,1.28906663029301e-09,1.22013123998428,"cr23x 2wk lm"
2011-02-09,"cr23x",22,"2",2011,-29.22,-25.1447906008694,-31.8718876558899,-18.4176935458489,1.23870109233635,0.841491735393206,1.16603782246426e-09,2.97755385879813,"cr23x 2wk lm"
2011-02-10,"cr23x",22,"2",2011,-22.33,-19.530153484576,-25.9231491507014,-13.1371578184506,0.826749286931872,0.844722975983486,9.47460190592022e-10,2.95115118903837,"cr23x 2wk lm"
2011-02-11,"cr23x",22,"2",2011,-15.94,-14.3069075546655,-20.5287004148419,-8.085114694489,0.623784635640956,0.848323178117106,7.47995382775885e-10,2.91673833633086,"cr23x 2wk lm"
2011-02-12,"cr23x",21,"2",2011,-12.13,-11.1048782356479,-17.5062818172913,-4.70347465400452,0.709748919757087,0.843330125538477,2.68553236068686e-09,2.97495475814903,"cr23x 2wk lm"
2011-02-13,"cr23x",20,"2",2011,-8.08,-7.63494987624273,-14.3343377223646,-0.935562030120824,0.959319803949448,0.83891363957851,8.96596470666397e-09,3.04106111975618,"cr23x 2wk lm"
2011-02-14,"cr23x",19,"2",2011,-6.528,-6.10291672890995,-13.0099697725567,0.804136314736806,1.11391883681648,0.841853597015477,1.96123357563589e-08,3.07843488693743,"cr23x 2wk lm"
2011-02-21,"cr23x",19,"2",2011,-16.78,-14.3462979944394,-18.2627317487674,-10.4298642401114,0.533668582579872,0.804083348250533,1.23398516019313e-07,1.7779251363619,"cr23x 2wk lm"
2011-07-13,"cr23x",23,"7",2011,6.66,5.88109550622779,4.928612855306,6.83357815714958,0.0934938595425577,0.909014369529003,1.29029984594342e-12,0.448365355297637,"cr23x 2wk lm"
2011-07-14,"cr23x",22,"7",2011,7.68,6.68473389442168,5.69856191494597,7.67090587389738,0.113048903777853,0.908927933621171,4.42386930626257e-12,0.45905049510271,"cr23x 2wk lm"
2011-07-15,"cr23x",21,"7",2011,7.02,6.16977555368748,5.16742233456042,7.17212877281454,0.102921237072954,0.890622870408784,8.6393763499911e-11,0.467711726582125,"cr23x 2wk lm"
2011-07-16,"cr23x",20,"7",2011,7.51,6.54623302778618,5.53567512678407,7.55679092878829,0.110978323272597,0.820604452535619,2.38424141190411e-08,0.468029278277469,"cr23x 2wk lm"
2011-07-17,"cr23x",19,"7",2011,6.779,6.06401082146555,5.09187120682117,7.03615043610994,0.106952812303096,0.800297807913063,1.45477168402418e-07,0.448185275487124,"cr23x 2wk lm"
2011-07-18,"cr23x",18,"7",2011,8.8,7.42440854415691,6.38451198971829,8.46430509859554,0.176013888026131,0.79762706995165,3.73291598004529e-07,0.457873098073011,"cr23x 2wk lm"
2011-09-26,"cr23x",21,"9",2011,4.286,3.3901242504021,2.00691396705221,4.773334533752,0.219465442893091,0.97997010532381,8.22137615198787e-18,0.623361818463466,"cr23x 2wk lm"
2011-09-27,"cr23x",21,"9",2011,2.826,2.04310815232588,0.64388130852406,3.4423349961277,0.201994480780817,0.977580335966232,2.40119863732636e-17,0.637272469141704,"cr23x 2wk lm"
2011-09-28,"cr23x",21,"9",2011,5.639,4.55943055551943,3.12574472429593,5.99311638674292,0.275259460603403,0.978320357271257,1.74504229905507e-17,0.627243092691906,"cr23x 2wk lm"
2011-09-29,"cr23x",21,"9",2011,-1.619,-2.0902997191129,-3.4775313175132,-0.703068120712605,0.14286184925361,0.976747417752133,3.39692961747057e-17,0.647208359192,"cr23x 2wk lm"
2011-09-30,"cr23x",21,"9",2011,4.315,3.3067756749621,1.85605316075767,4.75749818916654,0.248611338649366,0.977041416834562,3.00976466969734e-17,0.647001931771836,"cr23x 2wk lm"
2011-10-01,"cr23x",21,"10",2011,4.624,3.57710281861208,2.1204493874242,5.03375624979996,0.253800932596499,0.977358799543401,2.63656562393893e-17,0.648028055603911,"cr23x 2wk lm"
2011-10-02,"cr23x",21,"10",2011,2.698,1.76267640376447,0.165909395985523,3.35944341154341,0.230874864629534,0.971494322535662,2.35755219785819e-16,0.727126155699845,"cr23x 2wk lm"
2011-10-03,"cr23x",21,"10",2011,3.671,2.66354194103189,0.999276288087235,4.32780759397655,0.268099864940373,0.97115669851157,2.63696989987071e-16,0.748588099827787,"cr23x 2wk lm"
2012-02-12,"cr23x",4307,"2",2012,-9.38,-10.4242112811744,-12.4142452469264,-8.43417731542243,0.0633843718854874,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-06-08,"cr23x",15,"6",2012,3.666,2.14173417223025,0.332814944590358,3.95065339987014,0.225985314955521,0.952436469891699,3.4529122203189e-10,0.806247425719991,"cr23x 2wk lm"
2012-06-09,"cr23x",14,"6",2012,9.18,6.9874859263314,4.92388668812336,9.05108516453943,0.45258902451564,0.946436809196523,3.36781284735052e-09,0.831986318997362,"cr23x 2wk lm"
2012-06-10,"cr23x",13,"6",2012,-0.682,-1.66777958854765,-3.70250933491618,0.366950157820882,0.316664642595241,0.942818519848404,2.1792846661183e-08,0.868536516481279,"cr23x 2wk lm"
2012-06-11,"cr23x",12,"6",2012,-1.968,-2.64433266887085,-4.88201775438407,-0.406647583357633,0.457389076335313,0.924359516275818,3.89708339241074e-07,0.894081866952003,"cr23x 2wk lm"
2012-06-12,"cr23x",12,"6",2012,2.241,1.06388850480087,-1.17849637543203,3.30627338503378,0.334301716799824,0.915763936313292,6.69835360383019e-07,0.949247396967052,"cr23x 2wk lm"
2012-06-13,"cr23x",12,"6",2012,5.697,4.16492341804152,1.96359872890951,6.36624810717353,0.274547810234424,0.884794229420567,3.24624093688606e-06,0.949051980079991,"cr23x 2wk lm"
2012-06-14,"cr23x",12,"6",2012,5.583,4.08809581473922,1.88267857936996,6.29351305010847,0.276857252124084,0.874124841911576,5.07750364280709e-06,0.950294112007536,"cr23x 2wk lm"
2012-06-15,"cr23x",12,"6",2012,4.391,2.97638756568763,0.721188651843497,5.23158647953177,0.356994091504118,0.854183550607112,1.06821601653925e-05,0.947096667600776,"cr23x 2wk lm"
2012-06-16,"cr23x",12,"6",2012,1.047,-0.181181213515944,-2.77796977677891,2.41560734974702,0.704436482658339,0.853927804751802,1.07773465360635e-05,0.928465009288082,"cr23x 2wk lm"
2012-06-17,"cr23x",12,"6",2012,7.91,6.10780298316312,3.93701578580388,8.27859018052236,0.281347953798109,0.832100161536827,2.1828655369365e-05,0.932752076209323,"cr23x 2wk lm"
2012-06-18,"cr23x",12,"6",2012,10.07,8.18356083386988,5.8601010329585,10.5070206347813,0.435127510921958,0.831614636559578,2.21508017976113e-05,0.947657781945704,"cr23x 2wk lm"
2012-06-20,"cr23x",12,"6",2012,2.43,0.619521750535106,-2.14575589133113,3.38479939240135,0.824185418017113,0.81399565595126,3.67160448181562e-05,0.927887198497047,"cr23x 2wk lm"
2012-06-21,"cr23x",12,"6",2012,0.114,-1.57003755445833,-5.12136868815848,1.98129357924181,1.27170739231263,0.782403814191314,8.15992230861234e-05,0.960799320219273,"cr23x 2wk lm"
2012-06-22,"cr23x",12,"6",2012,10.56,8.86109401623878,6.4715704027403,11.2506176297373,0.482467573906303,0.783771793616575,7.90168059854455e-05,0.957774391314026,"cr23x 2wk lm"
2012-06-23,"cr23x",13,"6",2012,12.02,10.3292106136072,7.87812920650001,12.7802920207144,0.63728812452036,0.806384986045594,1.89308426031201e-05,0.913254568160015,"cr23x 2wk lm"
2012-06-24,"cr23x",14,"6",2012,8.76,7.05924608207135,5.06335466514075,9.05513749900196,0.270335586423586,0.822165153366073,4.76275376306938e-06,0.875247279849878,"cr23x 2wk lm"
2012-06-25,"cr23x",15,"6",2012,8.7,6.99901464542277,5.09972988034818,8.89829941049736,0.256076636191976,0.846233312800699,7.42628292077288e-07,0.841027205931404,"cr23x 2wk lm"
2012-07-11,"cr23x",14,"7",2012,6.461,4.93984806699748,4.18036395443786,5.6993321795571,0.094007810037918,0.958657936816343,7.08464055340219e-10,0.335661257646951,"cr23x 2wk lm"
2012-07-12,"cr23x",13,"7",2012,7.52,5.97817937875096,5.17313071165219,6.78322804584972,0.10575895060015,0.955103913678338,5.73321351969779e-09,0.350144043372373,"cr23x 2wk lm"
2012-07-13,"cr23x",12,"7",2012,6.657,5.13668329817784,4.28511481557199,5.9882517807837,0.106243520268497,0.954028468880046,3.19363605747476e-08,0.367124189864275,"cr23x 2wk lm"
2012-07-14,"cr23x",11,"7",2012,8.59,7.10659654342346,6.23009972535504,7.98309336149189,0.162139629686037,0.960856287283233,7.58937148392183e-08,0.351904067834545,"cr23x 2wk lm"
2012-07-15,"cr23x",10,"7",2012,9.37,7.98251280993813,7.06928248469657,8.89574313517968,0.207229362339526,0.966828129836022,2.09177707442711e-07,0.337476054799434,"cr23x 2wk lm"
2012-07-16,"cr23x",4307,"7",2012,6.492,4.89943197463073,2.90981785684381,6.88904609241765,0.0598571016370112,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-17,"cr23x",4307,"7",2012,6.64,5.03868947160053,3.04907593783428,7.02830300536679,0.0598520508560108,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-18,"cr23x",4307,"7",2012,7.49,5.8384791501433,3.84885915885901,7.82809914142759,0.0599078737614078,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-19,"cr23x",4307,"7",2012,9.77,7.98379734670507,5.99407749505751,9.97351719835263,0.0607646250402364,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-20,"cr23x",4307,"7",2012,10.14,8.33194108912957,6.34219369250741,10.3216884857517,0.0609988370810687,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-21,"cr23x",4307,"7",2012,9.61,7.83324870133232,5.84353978036683,9.82295762229782,0.0606714329113879,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-22,"cr23x",4307,"7",2012,6.834,5.221229704115,3.23161616848785,7.21084323974216,0.0598520669502914,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-23,"cr23x",4307,"7",2012,6.795,5.18453347180539,3.19492000647069,7.1741469371401,0.059851459012207,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-24,"cr23x",4307,"7",2012,6.997,5.3746011365885,3.38498692634271,7.36421534683428,0.0598579012093676,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-25,"cr23x",4307,"7",2012,7.06,5.43387966570401,3.44426503003506,7.42349430137297,0.0598615800766346,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-26,"cr23x",4307,"7",2012,6.291,4.7103052388812,2.72068951656693,6.69992096119548,0.0598709758717166,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-27,"cr23x",4307,"7",2012,6.315,4.73288753568713,2.74327205409178,6.72250301728247,0.0598688945964298,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-28,"cr23x",4307,"7",2012,8.62,6.90172895808838,4.91207450403549,8.89138341214127,0.0602049197450197,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-29,"cr23x",4307,"7",2012,7.59,5.93257205350127,3.94295020371509,7.92219390328746,0.059923930233945,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-30,"cr23x",4307,"7",2012,7.82,6.14898573122461,4.15935872901339,8.13861273343584,0.0599684220564388,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-07-31,"cr23x",4307,"7",2012,8.05,6.36539940894795,4.37576603062114,8.35503278727476,0.0600234350983131,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-01,"cr23x",4307,"8",2012,7.78,6.11524647579034,4.12556341085618,8.10492954072451,0.0604504213611479,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-02,"cr23x",4307,"8",2012,7.25,5.61655408799309,3.62689209510959,7.6062160808766,0.0602697049408229,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-03,"cr23x",4307,"8",2012,5.191,3.67918120785244,1.68953942281096,5.66882299289391,0.0600958914204068,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-04,"cr23x",4307,"8",2012,3.074,1.68723444376415,-0.302488814012506,3.67695770154081,0.0607936357145107,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-05,"cr23x",4307,"8",2012,6.155,4.58623679622329,2.59659775905096,6.57587583339562,0.0600722174933336,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-06,"cr23x",4307,"8",2012,7.77,6.10583718545455,4.11615457824691,8.09551979266219,0.060446501564136,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-07,"cr23x",4307,"8",2012,7.2,5.56950763631411,3.57984729595628,7.55916797667195,0.0602555098454664,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-08,"cr23x",4307,"8",2012,6.116,4.54954056391368,2.55990183282164,6.53917929500572,0.0600695799209084,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-09,"cr23x",4307,"8",2012,5.348,3.82690706612445,1.83726719402924,5.81654693821966,0.0600794116514039,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-10,"cr23x",4307,"8",2012,9.47,7.70541654254009,5.71562289605439,9.69521018902579,0.0613900923538069,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-11,"cr23x",4307,"8",2012,5.316,3.7967973370499,1.80715712131928,5.78643755278051,0.0600823723550247,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-12,"cr23x",4307,"8",2012,4.768,3.28116822664821,1.2915184499978,5.27081800329861,0.0601646893839512,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-13,"cr23x",4307,"8",2012,4.763,3.27646358148031,1.28681368561518,5.26611347734545,0.0601657150832617,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-14,"cr23x",4307,"8",2012,6.565,4.97201769999099,2.98237331584399,6.96166208413799,0.0601182751437873,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-15,"cr23x",4307,"8",2012,4.72,3.23600363303639,1.24635268805251,5.22565457802027,0.0601747407369603,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-16,"cr23x",4307,"8",2012,4.724,3.23976734917071,1.25011650358355,5.22941819475786,0.0601738856766875,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-17,"cr23x",4307,"8",2012,7.51,5.86119563672382,3.87152411851125,7.8508671549364,0.0603514620819715,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-18,"cr23x",4307,"8",2012,2.901,1.52445372095487,-0.465280776530731,3.51418821844046,0.0608892688271597,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-19,"cr23x",4307,"8",2012,2.708,1.34285441747397,-0.646893436000052,3.332602270948,0.0610027140912099,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-08-20,"cr23x",4307,"8",2012,4.126,2.67709178709003,0.687421973366423,4.66676160081365,0.0603368403404237,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-09-29,"cr23x",14,"9",2012,1.133,-0.22432477855785,-1.92886808386848,1.48021852675278,0.207475907990162,0.858723131028801,1.17749237381375e-06,0.754313402074257,"cr23x 2wk lm"
2012-09-30,"cr23x",13,"9",2012,1.258,-0.119010392097658,-1.91800192052084,1.67998113632552,0.218949492669848,0.830872476115282,8.8992210545529e-06,0.787486034316778,"cr23x 2wk lm"
2012-10-01,"cr23x",12,"10",2012,-0.401,-1.58834559411489,-3.47739237249685,0.300701184267074,0.300682676643723,0.825743888242225,2.63587944543408e-05,0.792703033913083,"cr23x 2wk lm"
2012-10-02,"cr23x",11,"10",2012,2.721,1.07593741347656,-0.933873077750044,3.08574790470316,0.304021523541986,0.820887121362487,7.52974158868464e-05,0.834812510561261,"cr23x 2wk lm"
2012-10-03,"cr23x",10,"10",2012,1.11,-0.290504453107771,-2.43221756948692,1.85120866327138,0.280362727664424,0.812344545199092,0.000227484220949351,0.885428025841749,"cr23x 2wk lm"
2012-10-04,"cr23x",4307,"10",2012,-0.806,-2.26408970002907,-4.25375570848796,-0.274423691570192,0.0603041846143679,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-05,"cr23x",4307,"10",2012,-8,-9.03313316760162,-11.0228572765724,-7.04340905863088,0.0608008833485336,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-06,"cr23x",4307,"10",2012,-9.22,-10.1810665885689,-12.1709192687726,-8.1912139083652,0.0618859133972787,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-07,"cr23x",4307,"10",2012,-10.52,-11.4042743322225,-13.3943018891305,-9.41424677531452,0.0633320003087439,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-08,"cr23x",4307,"10",2012,-3.682,-4.97020160060437,-6.95974719980857,-2.98065600140017,0.0592616058883203,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-09,"cr23x",4307,"10",2012,-0.623,-2.09189968688398,-4.08157983132222,-0.10221954244573,0.0604254069884785,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-10,"cr23x",4307,"10",2012,0.535,-1.00230386599866,-2.9920914183124,0.987483686315086,0.0613386803442999,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-11,"cr23x",4307,"10",2012,0.983,-0.58076765895494,-2.57060508392232,1.40906976601244,0.0617581654982564,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-12,"cr23x",4307,"10",2012,-4.513,-5.75211362750912,-7.74166006568662,-3.76256718933162,0.0592689334715046,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-13,"cr23x",4307,"10",2012,-5.075,-6.28091574438092,-8.27047180510442,-4.29135968365742,0.0593529122088727,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-14,"cr23x",4307,"10",2012,-3.049,-4.37459352234839,-6.36414920145873,-2.38503784323806,0.0593495840156727,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-15,"cr23x",4307,"10",2012,-0.792,-2.25091669355895,-4.24058375609727,-0.26124963102063,0.0603132321958761,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-16,"cr23x",4307,"10",2012,-6.238,-7.37521621043415,-9.36481538820559,-5.38561703266271,0.0597277622053145,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-17,"cr23x",4307,"10",2012,-10.61,-11.4889579452447,-13.4789990550679,-9.49891683542155,0.063442700809166,0.984852275542726,0,1.01307491895885,"cr23x month lm"
2012-10-18,"cr23x",10,"10",2012,-9.51,-9.5612540374804,-11.4744559169368,-7.64805215802401,0.275077082719568,0.980584398084024,2.44270888784581e-08,0.782732460617377,"cr23x 2wk lm"
2012-10-19,"cr23x",11,"10",2012,-2.704,-3.28114437955627,-5.06215930228677,-1.50012945682576,0.271668945374531,0.981015953407624,2.90187339606359e-09,0.738952104600444,"cr23x 2wk lm"
2012-10-20,"cr23x",12,"10",2012,1.016,0.0871971720525088,-1.69629343456077,1.87068777866579,0.353969807011317,0.980494844621186,4.34628220723202e-10,0.717919880106613,"cr23x 2wk lm"
2012-10-21,"cr23x",13,"10",2012,1.341,0.374634558331623,-1.30204233169375,2.05131144835699,0.333403242003957,0.981058828176815,4.92608817729444e-11,0.684951279966769,"cr23x 2wk lm"
2012-10-22,"cr23x",14,"10",2012,0.689,-0.313240671812239,-1.95656106760989,1.33007972398542,0.305251844801978,0.979333058262913,1.09642196051772e-11,0.689695819784185,"cr23x 2wk lm"
2012-12-12,"cr1000",14,"12",2012,-11.95,-12.2672268945518,-17.06568624022,-7.4687675488836,0.587405064892276,0.904211835721925,1.1213658502752e-07,2.12254601190154,"cr1000 2wk lm"
2012-12-13,"cr1000",14,"12",2012,-8.52,-8.88474415705523,-13.700382263906,-4.06910605020446,0.614592928479897,0.908075880873368,8.74448115533789e-08,2.12304317023246,"cr1000 2wk lm"
2012-12-14,"cr1000",14,"12",2012,-8.62,-8.81295655303507,-15.3652046449362,-2.26070846113392,0.88125935607451,0.818374128746657,5.41485633525047e-06,2.87523407309209,"cr1000 2wk lm"
2012-12-15,"cr1000",14,"12",2012,-12.86,-12.7054012150717,-19.242633326762,-6.1681691033814,0.775610530723107,0.811058856693565,6.88591363312555e-06,2.89838125685461,"cr1000 2wk lm"
2012-12-16,"cr1000",14,"12",2012,-15.14,-15.0763965965307,-22.1719597056171,-7.98083348744425,0.853680178734115,0.765237422350295,2.59002296884938e-05,3.14273718545379,"cr1000 2wk lm"
2012-12-17,"cr1000",13,"12",2012,-14.32,-14.394981412172,-21.8726751727047,-6.91728765163936,0.913126474298153,0.690292484022208,0.000265349463567067,3.27242004582374,"cr1000 2wk lm"
2012-12-18,"cr1000",13,"12",2012,-14.63,-14.6165613409416,-22.123332125711,-7.10979055617228,0.934688790248081,0.667911045253028,0.000394073612141339,3.28006564319398,"cr1000 2wk lm"
2012-12-19,"cr1000",14,"12",2012,-23.52,-22.5453636195182,-30.1161119335378,-14.9746153054985,1.47704549257099,0.683262235946038,0.000162909206483912,3.14514928355382,"cr1000 2wk lm"
2012-12-20,"cr1000",1392,"12",2012,-23.55,-22.5092554107023,-26.1346236577346,-18.88388716367,0.246360485407719,0.94624213827566,0,1.83159276719919,"cr1000 month lm"
2012-12-21,"cr1000",1392,"12",2012,-9.63,-10.4865440960646,-14.1100443553366,-6.86304383679251,0.239112458667544,0.94624213827566,0,1.83159276719919,"cr1000 month lm"
2012-12-22,"cr1000",1392,"12",2012,-7.153,-8.34715789445841,-11.9731632575735,-4.72115253134327,0.248785121079041,0.94624213827566,0,1.83159276719919,"cr1000 month lm"
2012-12-23,"cr1000",1392,"12",2012,-10.85,-11.5402587371463,-15.1628398219954,-7.91767765229721,0.235465472064455,0.94624213827566,0,1.83159276719919,"cr1000 month lm"
2012-12-24,"cr1000",1392,"12",2012,-13.62,-13.9327091927172,-17.5539753958173,-10.3114429896171,0.23014966186969,0.94624213827566,0,1.83159276719919,"cr1000 month lm"
