"missing_date","logger","complete_nobs","mon","year","tmax_logger","fit","lwr","upr","se","adjr2","pval","RMSE","method"
2011-10-03,"cr23x",21,"10",2011,12.4,10.3007241700072,8.14466038990023,12.4567879501143,0.290328939837203,0.9702480955506,3.54194906163062e-16,0.988359345627209,"cr23x 2wk lm"
2012-06-08,"cr23x",15,"6",2012,18.49,15.726885781587,13.2929921913036,18.1607793718704,0.442216314744745,0.937782544974109,1.9907478775281e-09,1.03619279556927,"cr23x 2wk lm"
2012-06-09,"cr23x",14,"6",2012,18.33,15.5088120433277,13.061135329168,17.9564887574873,0.438311807298902,0.92864661987171,1.8960837600767e-08,1.03436388683344,"cr23x 2wk lm"
2012-06-10,"cr23x",13,"6",2012,9.73,7.64734629156033,5.13228983558714,10.1624027475335,0.396789991956184,0.927825716942451,7.8918144463904e-08,1.07159290295897,"cr23x 2wk lm"
2012-06-11,"cr23x",12,"6",2012,12.17,10.1308992613846,7.8134365663149,12.4483619564543,0.324973981495132,0.897408147060665,1.80843536029363e-06,0.988016712883906,"cr23x 2wk lm"
2012-06-12,"cr23x",12,"6",2012,14.09,11.927141034659,9.68326933617186,14.1710127331462,0.299353198402738,0.854016923828134,1.07440999860706e-05,0.961540161627074,"cr23x 2wk lm"
2012-06-13,"cr23x",12,"6",2012,18.03,15.0688052530718,12.7719366510739,17.3656738550698,0.354503097274687,0.849902613298382,1.23677294893389e-05,0.967972915670014,"cr23x 2wk lm"
2012-06-14,"cr23x",12,"6",2012,15.44,13.0994514455772,10.8902610735358,15.3086418176186,0.296930279198952,0.813974295237609,3.67374807235817e-05,0.945989631422286,"cr23x 2wk lm"
2012-06-15,"cr23x",12,"6",2012,15.66,13.4529785871507,11.3695152705469,15.5364419037545,0.299733345664401,0.799310437300928,5.40403640770362e-05,0.885727805308365,"cr23x 2wk lm"
2012-06-16,"cr23x",12,"6",2012,14.39,12.7012320539542,10.4860100634062,14.9164540445021,0.467725101002106,0.750988298721252,0.000162507480789263,0.877309826244537,"cr23x 2wk lm"
2012-06-17,"cr23x",12,"6",2012,18.07,15.2577337293884,13.1850641081328,17.330403350644,0.259241277173098,0.76218790385891,0.000128428018918177,0.893371035742603,"cr23x 2wk lm"
2012-06-18,"cr23x",12,"6",2012,19.16,16.0199830703356,13.941764615768,18.0982015249032,0.26482936727056,0.760053215540915,0.000134430628787812,0.894328024196724,"cr23x 2wk lm"
2012-06-20,"cr23x",12,"6",2012,12.82,11.2969763922374,8.45705566202277,14.1368971224521,0.875580191286224,0.729733917290479,0.000247251520625855,0.926223550537543,"cr23x 2wk lm"
2012-06-21,"cr23x",12,"6",2012,18.5,15.4934746601154,13.3245530367212,17.6623962835095,0.306171662620996,0.634080886264708,0.00118087760154276,0.924019082802054,"cr23x 2wk lm"
2012-06-22,"cr23x",12,"6",2012,21.43,18.0679965352084,15.7833053163297,20.3526877540871,0.408226294202441,0.816081912873089,3.46705245529279e-05,0.940615471161191,"cr23x 2wk lm"
2012-06-23,"cr23x",13,"6",2012,22.59,19.2020425181039,17.0151100431176,21.3889749930902,0.426407055175412,0.912743096728214,2.25520863153392e-07,0.897467736408062,"cr23x 2wk lm"
2012-06-24,"cr23x",14,"6",2012,22.13,18.7988100082312,16.7462544212334,20.8513655952289,0.370887235535051,0.934002544753935,1.18456380542669e-08,0.865970640852178,"cr23x 2wk lm"
2012-06-25,"cr23x",15,"6",2012,22.5,19.1810716047549,17.2087645098511,21.1533786996587,0.370276494906241,0.945757391226704,8.13460018237977e-10,0.834488931858487,"cr23x 2wk lm"
2012-07-11,"cr23x",14,"7",2012,15.26,12.2052174638703,11.1419919314192,13.2684429963213,0.14172578911175,0.983416775653665,2.92160730433398e-12,0.466949745871139,"cr23x 2wk lm"
2012-07-12,"cr23x",13,"7",2012,17.98,14.8856240501087,13.7877697057543,15.9834783944632,0.1377475024839,0.983477773932484,2.32128416785092e-11,0.479404214695037,"cr23x 2wk lm"
2012-07-13,"cr23x",12,"7",2012,17.97,14.8684904220388,13.6996047104901,16.0373761335876,0.151635127515994,0.982900754947935,2.24829832697048e-10,0.502208984903658,"cr23x 2wk lm"
2012-07-14,"cr23x",11,"7",2012,17.65,14.5364081723676,13.2860820534108,15.7867342913244,0.165741178694298,0.981554584462843,2.54882197628891e-09,0.527278596022726,"cr23x 2wk lm"
2012-07-15,"cr23x",10,"7",2012,17.35,14.3655489470341,13.2905178643642,15.4405800297039,0.147852433216291,0.987149475337517,4.67654852775714e-09,0.442120751013913,"cr23x 2wk lm"
2012-07-16,"cr23x",4161,"7",2012,16.59,14.0796780456652,11.0339851461663,17.125370945164,0.0935981681046096,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-17,"cr23x",4161,"7",2012,17.31,14.7484076417468,11.7027180947091,17.7940971887844,0.093569782482722,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-18,"cr23x",4161,"7",2012,17.75,15.1570757282411,12.1113801612353,18.2027712952468,0.0936207480242868,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-19,"cr23x",4161,"7",2012,20.1,17.3397348265629,14.2939034617355,20.3855661913903,0.094763167044485,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-20,"cr23x",4161,"7",2012,20.12,17.3583106486763,14.3124773788571,20.4041439184954,0.0947790954867452,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-21,"cr23x",4161,"7",2012,19.79,17.0518095838055,14.0060061293451,20.0976130382659,0.0945294900752167,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-22,"cr23x",4161,"7",2012,17.89,15.2871064830347,12.2414077169336,18.3328052491358,0.0936478205813418,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-23,"cr23x",4161,"7",2012,18.39,15.7515020358691,12.7057867857465,18.7972172859918,0.0937871942841507,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-24,"cr23x",4161,"7",2012,17.33,14.7669834638601,11.7212937759794,17.8126731517409,0.0935709751876535,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-25,"cr23x",4161,"7",2012,15.69,13.2437660505632,10.1980459117214,16.2894861894051,0.093828489131838,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-26,"cr23x",4161,"7",2012,17.46,14.8877263075971,11.8420353959693,17.9334172192249,0.0935813376383604,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-27,"cr23x",4161,"7",2012,16.52,14.0146626682684,10.9689685686224,17.0603567679143,0.093608327784308,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-28,"cr23x",4161,"7",2012,18.01,15.398561415715,12.352859414309,18.444263417121,0.0936751916356982,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-29,"cr23x",4161,"7",2012,16.42,13.9217835577015,10.8760874748152,16.9674796405878,0.0936251142249863,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-30,"cr23x",4161,"7",2012,15.8,13.3459330721868,10.3002176363389,16.3916485080347,0.0937887634302684,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-07-31,"cr23x",4161,"7",2012,17.87,15.2685306609213,12.2228323897742,18.3142289320685,0.0936436325109113,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-01,"cr23x",4161,"8",2012,16.88,14.3047124742834,11.258981705701,17.3504432428658,0.0939182157622315,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-02,"cr23x",4161,"8",2012,17.34,14.7319563828911,11.6862063006334,17.7777064651488,0.0940810261025646,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-03,"cr23x",4161,"8",2012,16.71,14.1468179863197,11.101092662351,17.1925433102884,0.093872267945767,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-04,"cr23x",4161,"8",2012,16.05,13.5338158565782,10.4881030107251,16.5795287024314,0.0937668788533003,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-05,"cr23x",4161,"8",2012,19.65,16.8774638369861,13.8315156208629,19.9234120531094,0.0957353241283237,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-06,"cr23x",4161,"8",2012,19.39,16.6359781495122,13.5900606588599,19.6818956401645,0.0954806557883411,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-07,"cr23x",4161,"8",2012,17.86,15.2149277578389,12.1691477870521,18.2607077286256,0.0943324284286591,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-08,"cr23x",4161,"8",2012,18.63,15.9300969092039,12.8842569790097,18.9759368393981,0.094834764749571,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-09,"cr23x",4161,"8",2012,19.89,17.1003737023467,14.0543952276745,20.1463521770188,0.0959854645223601,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-10,"cr23x",4161,"8",2012,17.57,14.9455783371949,11.8998160893819,17.9913405850079,0.0941834353059843,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-11,"cr23x",4161,"8",2012,15.38,12.9115258157801,9.86581155020937,15.9572400813509,0.093778875615453,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-12,"cr23x",4161,"8",2012,14.4,12.0013105322246,8.95556862790448,15.0470524365448,0.0940121220501703,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-13,"cr23x",4161,"8",2012,13.53,11.1932622702927,8.14747038657404,14.2390541540114,0.0944324461876702,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-14,"cr23x",4161,"8",2012,17.47,14.852699226628,11.806942473688,17.8984559795681,0.0941371934099552,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-15,"cr23x",4161,"8",2012,17.23,14.6297893612675,11.5840445061056,17.6755342164294,0.0940369904709189,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-08-16,"cr23x",10,"8",2012,18.07,16.0417806734784,11.9289555451183,20.1546058018384,0.620523352902636,0.641036569500643,0.00329006340958342,1.67210235193121,"cr23x 2wk lm"
2012-08-17,"cr23x",11,"8",2012,17.86,15.7954752354564,11.996961635817,19.5939888350957,0.539203454214924,0.639675512675423,0.00190386058196762,1.59022726853335,"cr23x 2wk lm"
2012-08-18,"cr23x",12,"8",2012,12.92,11.7550546555008,7.9564051499149,15.5537041610866,0.788968901969648,0.642354802905689,0.00104864310659419,1.51130813583571,"cr23x 2wk lm"
2012-08-19,"cr23x",13,"8",2012,17.11,15.0578046408226,11.6755931453628,18.4400161362824,0.415129169537679,0.626375655108378,0.000770679256650762,1.47954569263967,"cr23x 2wk lm"
2012-08-20,"cr23x",14,"8",2012,13.96,12.4611569349947,9.1036239277332,15.8186899422562,0.565792038148758,0.65505030839066,0.00027601922424131,1.43336510556419,"cr23x 2wk lm"
2012-09-29,"cr23x",14,"9",2012,9.39,6.71244293342011,5.43931589539357,7.98556997144665,0.177548891910504,0.98084779517411,6.940145200369e-12,0.556693748606558,"cr23x 2wk lm"
2012-09-30,"cr23x",13,"9",2012,8.85,6.14798814644442,4.79574361531675,7.50023267757209,0.198992015532567,0.979199992599993,8.24958112179553e-11,0.581263096084155,"cr23x 2wk lm"
2012-10-01,"cr23x",12,"10",2012,9.25,6.58156186076461,5.1815634612842,7.98156026024503,0.195625649666004,0.978762973065909,6.65470801082891e-10,0.597096838029179,"cr23x 2wk lm"
2012-10-02,"cr23x",11,"10",2012,12.46,9.97951374219165,8.49178790339295,11.4672395809903,0.196036756171682,0.977723943881191,5.96672749702506e-09,0.627760849131135,"cr23x 2wk lm"
2012-10-03,"cr23x",10,"10",2012,11.54,8.97004680840757,7.40008683749034,10.5400067793248,0.20542972331698,0.978406848730466,3.74002002957615e-08,0.649081176478647,"cr23x 2wk lm"
2012-10-04,"cr23x",4161,"10",2012,8.07,5.41111455073151,2.36540948662438,8.45681961483864,0.0937010951022174,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-05,"cr23x",4161,"10",2012,3.021,0.721648258209434,-2.32389109425256,3.76718761067143,0.0922891455821438,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-06,"cr23x",4161,"10",2012,-1.955,-3.90001628359882,-6.94618089233589,-0.85385167486174,0.0975101320193623,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-07,"cr23x",4161,"10",2012,1.063,-1.09692472669019,-4.14261671050128,1.9487672571209,0.0935904157368836,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-08,"cr23x",4161,"10",2012,6.505,3.95755647035974,0.911988967570609,7.00312397314888,0.0925305147361277,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-09,"cr23x",4161,"10",2012,6.838,4.26684390854748,1.2212536207733,7.31243419632165,0.0927254214216278,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-10,"cr23x",4161,"10",2012,9.5,6.73928583183798,3.69338737625244,9.78518428742352,0.0953225434371359,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-11,"cr23x",4161,"10",2012,12.28,9.32132510559742,6.27486574192068,12.3677844692742,0.0998771231492609,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-12,"cr23x",4161,"10",2012,10.6,7.76095604807373,4.71486484836078,10.8070472477867,0.0969116751211983,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-13,"cr23x",4161,"10",2012,0.779,-1.36070140070015,-4.40642558810787,1.68502278670757,0.0938626735297372,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-14,"cr23x",4161,"10",2012,0.983,-1.1712280151437,-4.21692881242978,1.87447278214237,0.093665005572835,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-15,"cr23x",4161,"10",2012,5.901,3.39656664253575,0.351031520598732,6.44210176447277,0.0922528174299411,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-16,"cr23x",4161,"10",2012,5.547,3.06777459112898,0.0222530860361529,6.1132960962218,0.0921357906404281,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-17,"cr23x",4161,"10",2012,-4.85,-6.58886653451017,-9.63575495623672,-3.54197811278361,0.103226049411642,0.973000802665532,0,1.55067775823504,"cr23x month lm"
2012-10-18,"cr23x",10,"10",2012,0.043,-1.71779866208588,-4.2731817996108,0.837584475439036,0.336455573974374,0.970663702070927,1.27776265412702e-07,1.05583110453555,"cr23x 2wk lm"
2012-10-19,"cr23x",11,"10",2012,5.42,3.5341900629833,1.11708895595231,5.95129117001429,0.385921086480586,0.971049349969507,1.94542792694021e-08,0.996365449179343,"cr23x 2wk lm"
2012-10-20,"cr23x",12,"10",2012,9.24,7.27409176870144,4.88791326946829,9.6602702679346,0.500682966653078,0.971314470665814,3.00071496712949e-09,0.946681296465265,"cr23x 2wk lm"
2012-10-21,"cr23x",13,"10",2012,10.49,8.50136280908494,6.20151902041653,10.8012065977534,0.525165832700025,0.971507671337258,4.67098221944675e-10,0.90335459029228,"cr23x 2wk lm"
2012-10-22,"cr23x",14,"10",2012,10.02,8.05039167285641,5.89759465025041,10.2031886954624,0.477209189170984,0.971741744357934,7.18659824412711e-11,0.865178157510326,"cr23x 2wk lm"
2012-12-12,"cr1000",14,"12",2012,-3.623,-4.87666916756385,-8.33890042398636,-1.41443791114134,0.411994581391147,0.951969865002551,1.7467887144258e-09,1.53470646306045,"cr1000 2wk lm"
2012-12-13,"cr1000",14,"12",2012,-2.723,-3.56745422336276,-9.21861060505154,2.08370215832603,0.711949725453443,0.871425221085455,6.65293567937819e-07,2.49405989725849,"cr1000 2wk lm"
2012-12-14,"cr1000",14,"12",2012,-1.069,-2.03629665946286,-10.8374309490013,6.76483763007553,1.29580585533556,0.679027003705846,0.000176824940046666,3.82593511462581,"cr1000 2wk lm"
2012-12-15,"cr1000",14,"12",2012,-8.23,-8.00602980616452,-16.8823854524957,0.870325840166663,1.07736972888084,0.625413121587925,0.000460207334188461,3.92890219552944,"cr1000 2wk lm"
2012-12-16,"cr1000",1392,"12",2012,-11.76,-12.8901677902975,-16.7648396007451,-9.01549597984994,0.248181923740916,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-17,"cr1000",1392,"12",2012,-9.17,-10.4977056469239,-14.3716318013731,-6.62377949247478,0.245138424591477,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-18,"cr1000",1392,"12",2012,-6.991,-8.48489676259533,-12.358888317017,-4.61090520817366,0.245406850257077,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-19,"cr1000",1392,"12",2012,-13.06,-14.0910175147708,-17.9664005667108,-10.2156344628307,0.251051112462602,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-20,"cr1000",1392,"12",2012,-8.65,-10.0173657571347,-13.8912500054745,-6.14348150879478,0.244966274194153,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-21,"cr1000",1392,"12",2012,-4.13,-5.84210363819693,-9.71714221903494,-1.96706505735893,0.24966554826868,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-22,"cr1000",1392,"12",2012,-2.369,-4.21541412681432,-8.09163938162381,-0.339188872004835,0.254407434018402,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-23,"cr1000",1392,"12",2012,-6.184,-7.73944620286466,-11.6136226211193,-3.86526978461001,0.246164041169073,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-24,"cr1000",1392,"12",2012,-6.219,-7.77177677236966,-11.6459433719113,-3.89761017282805,0.246123881992976,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-25,"cr1000",1392,"12",2012,-10.65,-11.8648268717089,-15.7390696211478,-7.99058412226998,0.246435171256994,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2012-12-31,"cr1000",18,"12",2012,-8.14,-9.31409482515068,-17.0419752713716,-1.58621437892974,0.836372333076859,0.744692174606728,2.46207384853836e-06,3.54814679482742,"cr1000 2wk lm"
2013-01-07,"cr1000",25,"1",2013,1.355,-1.42494353995543,-8.02535344740881,5.17546636749795,0.967588233562319,0.771410312372353,4.80715060293858e-09,3.04042216931499,"cr1000 2wk lm"
