date,Year,Month,Day,TMIN,TMAX,PCP
1981-03-18,1981,3,18,0,0,0
1981-03-19,1981,3,19,0,0,0
1981-03-20,1981,3,20,0,0,0
1981-03-21,1981,3,21,0,0,0
1981-03-22,1981,3,22,0,0,0
1981-03-23,1981,3,23,0,0,0
1981-03-24,1981,3,24,0,0,0
1981-03-25,1981,3,25,0,0,0
1981-03-26,1981,3,26,0,0,0
1981-03-27,1981,3,27,0,0,0
1981-03-28,1981,3,28,0,0,0
1981-03-29,1981,3,29,0,0,0
1981-03-30,1981,3,30,0,0,0
1981-03-31,1981,3,31,0,0,0
1981-04-01,1981,4,1,0,0,0
1981-04-02,1981,4,2,0,0,0
1981-04-03,1981,4,3,0,0,0
1981-04-04,1981,4,4,0,0,0
1981-04-05,1981,4,5,0,0,0
1981-04-06,1981,4,6,0,0,0
1981-04-07,1981,4,7,0,0,0
1981-04-08,1981,4,8,0,0,0
1981-04-09,1981,4,9,0,0,0
1981-04-10,1981,4,10,0,0,0
1981-04-11,1981,4,11,0,0,0
1981-04-12,1981,4,12,0,0,0
1981-04-13,1981,4,13,0,0,0
1981-04-14,1981,4,14,0,0,0
1981-04-15,1981,4,15,0,0,0
1981-04-16,1981,4,16,0,0,0
1981-04-17,1981,4,17,0,0,0
1981-04-18,1981,4,18,0,0,0
1981-04-19,1981,4,19,0,0,0
1981-04-20,1981,4,20,0,0,0
1981-04-21,1981,4,21,0,0,0
1981-04-22,1981,4,22,0,0,0
1981-04-23,1981,4,23,0,0,0
1981-04-24,1981,4,24,0,0,0
1981-04-25,1981,4,25,0,0,0
1981-04-26,1981,4,26,0,0,0
1981-04-27,1981,4,27,0,0,0
1981-04-28,1981,4,28,0,0,0
1981-04-29,1981,4,29,0,0,0
1981-04-30,1981,4,30,0,0,0
1981-05-01,1981,5,1,0,0,0
1981-05-02,1981,5,2,0,0,0
1981-05-03,1981,5,3,0,0,0
1981-05-04,1981,5,4,0,0,0
1981-05-05,1981,5,5,0,0,0
1981-05-06,1981,5,6,0,0,0
1981-05-07,1981,5,7,0,0,0
1981-05-08,1981,5,8,0,0,0
1981-05-09,1981,5,9,0,0,0
1981-05-10,1981,5,10,0,0,0
1981-05-11,1981,5,11,0,0,0
1981-05-12,1981,5,12,0,0,0
1981-05-13,1981,5,13,0,0,0
1981-05-14,1981,5,14,0,0,0
1981-05-15,1981,5,15,0,0,0
1981-05-16,1981,5,16,0,0,0
1981-05-17,1981,5,17,0,0,0
1981-05-18,1981,5,18,0,0,0
1981-05-19,1981,5,19,0,0,0
1981-05-20,1981,5,20,0,0,0
1981-05-21,1981,5,21,0,0,0
1981-05-22,1981,5,22,0,0,0
1981-05-23,1981,5,23,0,0,0
1981-05-24,1981,5,24,0,0,0
1981-05-25,1981,5,25,0,0,0
1981-05-26,1981,5,26,0,0,0
1981-05-27,1981,5,27,0,0,0
1981-05-28,1981,5,28,0,0,0
1981-05-29,1981,5,29,0,0,0
1981-05-30,1981,5,30,0,0,0
1981-05-31,1981,5,31,0,0,0
1981-06-01,1981,6,1,0,0,0
1981-06-02,1981,6,2,0,0,0
1981-06-03,1981,6,3,0,0,0
1981-06-04,1981,6,4,0,0,0
1981-06-05,1981,6,5,0,0,0
1981-06-06,1981,6,6,0,0,0
1981-06-07,1981,6,7,0,0,0
1981-06-08,1981,6,8,0,0,0
1981-06-09,1981,6,9,0,0,0
1981-06-10,1981,6,10,0,0,0
1981-06-11,1981,6,11,0,0,0
1981-06-12,1981,6,12,0,0,0
1981-06-13,1981,6,13,0,0,0
1981-06-14,1981,6,14,0,0,0
1981-06-15,1981,6,15,0,0,0
1981-06-16,1981,6,16,0,0,0
1981-06-17,1981,6,17,0,0,0
1981-06-18,1981,6,18,0,0,0
1981-06-19,1981,6,19,0,0,0
1981-06-20,1981,6,20,0,0,0
1981-06-21,1981,6,21,0,0,0
1981-06-22,1981,6,22,0,0,0
1981-06-23,1981,6,23,0,0,0
1981-06-24,1981,6,24,0,0,0
1981-06-25,1981,6,25,0,0,0
1981-06-26,1981,6,26,0,0,0
1981-06-27,1981,6,27,0,0,0
1981-06-28,1981,6,28,0,0,0
1981-06-29,1981,6,29,0,0,0
1981-06-30,1981,6,30,0,0,0
1981-07-01,1981,7,1,0,0,0
1981-07-02,1981,7,2,0,0,0
1981-07-03,1981,7,3,0,0,0
1981-07-04,1981,7,4,0,0,0
1981-07-05,1981,7,5,0,0,0
1981-07-06,1981,7,6,0,0,0
1981-07-07,1981,7,7,0,0,0
1981-07-08,1981,7,8,0,0,0
1981-07-09,1981,7,9,0,0,0
1981-07-10,1981,7,10,0,0,0
1981-07-11,1981,7,11,0,0,0
1981-07-12,1981,7,12,0,0,0
1981-07-13,1981,7,13,0,0,0
1981-07-14,1981,7,14,0,0,0
1981-07-15,1981,7,15,0,0,0
1981-07-16,1981,7,16,0,0,0
1981-07-17,1981,7,17,0,0,0
1981-07-18,1981,7,18,0,0,0
1981-07-19,1981,7,19,0,0,0
1981-07-20,1981,7,20,0,0,0
1981-07-21,1981,7,21,0,0,0
1981-07-22,1981,7,22,0,0,0
1981-07-23,1981,7,23,0,0,0
1981-07-24,1981,7,24,0,0,0
1981-07-25,1981,7,25,0,0,0
1981-07-26,1981,7,26,0,0,0
1981-07-27,1981,7,27,0,0,0
1981-07-28,1981,7,28,0,0,0
1981-07-29,1981,7,29,0,0,0
1981-07-30,1981,7,30,0,0,0
1981-07-31,1981,7,31,6.83563118159658,17.7728530596035,1
1981-08-01,1981,8,1,8.26202167890282,15.1555310743273,0
1981-08-02,1981,8,2,8.26202167890282,18.9680935994181,0
1981-08-03,1981,8,3,8.26202167890282,17.0618123368727,1
1981-08-04,1981,8,4,9.24834118392519,18.9680935994181,0
1981-08-05,1981,8,5,7.27570217388044,17.0618123368727,0
1981-08-06,1981,8,6,2.34410464876856,16.1086717056,0
1981-08-07,1981,8,7,1.35778514374618,9.43668728669102,1
1981-08-08,1981,8,8,-0.61485386629857,13.2492498117819,2
1981-08-09,1981,8,9,3.33042415379093,9.43668728669102,7
1981-08-10,1981,8,10,1.35778514374618,7.5304060241456,1
1981-08-11,1981,8,11,0.371465638723806,8.48354665541831,0
1981-08-12,1981,8,12,3.33042415379093,8.48354665541831,0
1981-08-13,1981,8,13,3.33042415379093,12.2961091805092,0
1981-08-14,1981,8,14,4.31674365881331,14.2023904430546,0
1981-08-15,1981,8,15,3.33042415379093,12.2961091805092,0
1981-08-16,1981,8,16,4.31674365881331,12.2961091805092,0
1981-08-17,1981,8,17,3.33042415379093,11.3429685492364,15
1981-08-18,1981,8,18,3.33042415379093,14.2023904430546,3
1981-08-19,1981,8,19,4.31674365881331,14.2023904430546,2
1981-08-20,1981,8,20,6.28938266885806,16.1086717056,0
1981-08-21,1981,8,21,4.31674365881331,17.0618123368727,11
1981-08-22,1981,8,22,2.34410464876856,12.2961091805092,1
1981-08-23,1981,8,23,3.33042415379093,14.2023904430546,3
1981-08-24,1981,8,24,6.28938266885806,14.2023904430546,0
1981-08-25,1981,8,25,6.28938266885806,16.1086717056,0
1981-08-26,1981,8,26,4.31674365881331,15.1555310743273,3
1981-08-27,1981,8,27,2.34410464876856,12.2961091805092,5
1981-08-28,1981,8,28,3.33042415379093,15.1555310743273,1
1981-08-29,1981,8,29,5.30306316383569,16.1086717056,1
1981-08-30,1981,8,30,4.31674365881331,17.0618123368727,2
1981-08-31,1981,8,31,0.371465638723806,12.2961091805092,6
1981-09-01,1981,9,1,1.68942965682563,11.9770030956024,0
1981-09-02,1981,9,2,0.703110151803251,13.8832843581478,5.85
1981-09-03,1981,9,3,0.703110151803251,10.070721833057,1.56
1981-09-04,1981,9,4,2.675749161848,14.8364249894205,0
1981-09-05,1981,9,5,3.66206866687038,12.9301437268751,4.29
1981-09-06,1981,9,6,1.68942965682563,10.070721833057,1.56
1981-09-07,1981,9,7,-0.283209353219125,5.30501867669344,0
1981-09-08,1981,9,8,-0.283209353219125,12.9301437268751,0.39
1981-09-09,1981,9,9,2.675749161848,11.0238624643297,0.78
1981-09-10,1981,9,10,1.68942965682563,10.070721833057,0.39
1981-09-11,1981,9,11,-0.283209353219125,10.070721833057,0.39
1981-09-12,1981,9,12,1.68942965682563,12.9301437268751,0
1981-09-13,1981,9,13,2.675749161848,13.8832843581478,0
1981-09-14,1981,9,14,0.703110151803251,11.9770030956024,0
1981-09-15,1981,9,15,-1.2695288582415,11.0238624643297,0
1981-09-16,1981,9,16,-1.2695288582415,8.16444057051157,0
1981-09-17,1981,9,17,-1.2695288582415,11.0238624643297,0
1981-09-18,1981,9,18,-1.2695288582415,15.7895656206933,0
1981-09-19,1981,9,19,2.675749161848,12.9301437268751,0
1981-09-20,1981,9,20,1.68942965682563,12.9301437268751,0.39
1981-09-21,1981,9,21,-0.283209353219125,11.9770030956024,1.95
1981-09-22,1981,9,22,3.66206866687038,13.8832843581478,0
1981-09-23,1981,9,23,1.68942965682563,12.9301437268751,0
1981-09-24,1981,9,24,0.703110151803251,11.9770030956024,0.39
1981-09-25,1981,9,25,-1.2695288582415,11.0238624643297,0
1981-09-26,1981,9,26,-3.24216786828625,8.16444057051157,0.39
1981-09-27,1981,9,27,0.703110151803251,12.9301437268751,0
1981-09-28,1981,9,28,4.64838817189276,14.8364249894205,0
1981-09-29,1981,9,29,2.675749161848,12.9301437268751,0
1981-09-30,1981,9,30,-3.24216786828625,9.11758120178428,0
1981-10-01,1981,10,1,-4.28930424468969,9.90067458163978,0
1981-10-02,1981,10,2,-1.33034572962256,8.94753395036707,0
1981-10-03,1981,10,3,-4.28930424468969,2.2755495314581,0.78
1981-10-04,1981,10,4,-4.28930424468969,2.2755495314581,0.39
1981-10-05,1981,10,5,-5.27562374971207,1.32240890018539,0.78
1981-10-06,1981,10,6,-4.28930424468969,3.22869016273081,0
1981-10-07,1981,10,7,-0.344026224600186,7.04125268782165,0
1981-10-08,1981,10,8,-4.28930424468969,5.13497142527623,0.78
1981-10-09,1981,10,9,-4.28930424468969,1.32240890018539,0.39
1981-10-10,1981,10,10,-4.28930424468969,7.04125268782165,0
1981-10-11,1981,10,11,0.64229328042219,9.90067458163978,1.17
1981-10-12,1981,10,12,-4.28930424468969,1.32240890018539,0
1981-10-13,1981,10,13,-4.28930424468969,3.22869016273081,0
1981-10-14,1981,10,14,-5.27562374971207,0.369268268912681,1.17
1981-10-15,1981,10,15,-6.26194325473444,-0.583872362360029,3.12
1981-10-16,1981,10,16,-10.2072212748239,-2.49015362490545,0.78
1981-10-17,1981,10,17,-10.2072212748239,-2.49015362490545,1.95
1981-10-18,1981,10,18,-8.2345822647792,-2.49015362490545,0.39
1981-10-19,1981,10,19,-5.27562374971207,1.32240890018539,0
1981-10-20,1981,10,20,-4.28930424468969,2.2755495314581,0
1981-10-21,1981,10,21,-7.24826275975682,2.2755495314581,0
1981-10-22,1981,10,22,-8.2345822647792,-1.53701299363274,0
1981-10-23,1981,10,23,-8.2345822647792,0.369268268912681,0
1981-10-24,1981,10,24,-13.1661797898911,-2.49015362490545,0
1981-10-25,1981,10,25,-13.1661797898911,-5.34957551872358,0
1981-10-26,1981,10,26,-7.24826275975682,3.22869016273081,5.46
1981-10-27,1981,10,27,-7.24826275975682,7.99439331909436,0
1981-10-28,1981,10,28,-4.28930424468969,3.22869016273081,0.39
1981-10-29,1981,10,29,-8.2345822647792,3.22869016273081,0.78
1981-10-30,1981,10,30,-3.30298473966731,2.2755495314581,3.51
1981-10-31,1981,10,31,-5.27562374971207,1.32240890018539,0
1981-11-01,1981,11,1,-9.75971390100448,-0.598161370977011,0
1981-11-02,1981,11,2,-8.7733943959821,3.21440115411383,0
1981-11-03,1981,11,3,-2.85547736584784,4.16754178538654,0
1981-11-04,1981,11,4,-3.84179687087022,3.21440115411383,0
1981-11-05,1981,11,5,-10.7460334060269,2.26126052284112,0
1981-11-06,1981,11,6,-13.704991921094,-6.31700515861327,0
1981-11-07,1981,11,7,-13.704991921094,-9.17642705243141,1.17
1981-11-08,1981,11,8,-10.7460334060269,1.30811989156841,0.39
1981-11-09,1981,11,9,-8.7733943959821,0.354979260295699,0.39
1981-11-10,1981,11,10,-8.7733943959821,3.21440115411383,0
1981-11-11,1981,11,11,-7.78707489095972,2.26126052284112,0
1981-11-12,1981,11,12,-5.81443588091497,1.30811989156841,0
1981-11-13,1981,11,13,-2.85547736584784,1.30811989156841,0
1981-11-14,1981,11,14,-5.81443588091497,0.354979260295699,0.39
1981-11-15,1981,11,15,-6.80075538593735,-1.55130200224972,1.17
1981-11-16,1981,11,16,-2.85547736584784,2.26126052284112,0.39
1981-11-17,1981,11,17,-3.84179687087022,4.16754178538654,0
1981-11-18,1981,11,18,-14.6913114261164,-2.50444263352243,2.73
1981-11-19,1981,11,19,-15.6776309311387,-10.1295676837041,0.39
1981-11-20,1981,11,20,-13.704991921094,-5.36386452734056,1.17
1981-11-21,1981,11,21,-10.7460334060269,-5.36386452734056,1.95
1981-11-22,1981,11,22,-13.2118321685828,-2.50444263352243,3.12
1981-11-23,1981,11,23,-6.80075538593735,-2.50444263352243,2.73
1981-11-24,1981,11,24,-5.81443588091497,1.30811989156841,0
1981-11-25,1981,11,25,-16.6639504361611,-1.55130200224972,1.56
1981-11-26,1981,11,26,-18.6365894462059,-6.31700515861327,1.17
1981-11-27,1981,11,27,-13.704991921094,-5.36386452734056,0
1981-11-28,1981,11,28,-15.6776309311387,-6.31700515861327,1.17
1981-11-29,1981,11,29,-10.7460334060269,-5.36386452734056,1.17
1981-11-30,1981,11,30,-11.7323529110492,0.354979260295699,3.9
1981-12-01,1981,12,1,-27.0969986513426,-18.7753731665191,9.36
1981-12-02,1981,12,2,-13.8803172840427,-10.1971074850647,7.8
1981-12-03,1981,12,3,-13.2885255810293,-9.243966853792,1.56
1981-12-04,1981,12,4,-10.8227268184733,-0.665701172337608,3.12
1981-12-05,1981,12,5,-9.54051146194426,-2.57198243488303,0
1981-12-06,1981,12,6,-6.18702514486818,-0.665701172337608,0.78
1981-12-07,1981,12,7,-6.38428904587265,0.287439458935102,1.56
1981-12-08,1981,12,8,-7.37060855089503,0.287439458935102,0
1981-12-09,1981,12,9,-4.4116500358279,3.14686135275323,0
1981-12-10,1981,12,10,-6.38428904587265,-1.61884180361032,0
1981-12-11,1981,12,11,-10.3295670659622,-3.52512306615574,0.78
1981-12-12,1981,12,12,-11.3158865709845,-1.61884180361032,1.17
1981-12-13,1981,12,13,-13.2885255810293,-7.33768559124658,1.56
1981-12-14,1981,12,14,-13.2885255810293,-9.243966853792,5.46
1981-12-15,1981,12,15,-16.2474840960964,-7.33768559124658,6.63
1981-12-16,1981,12,16,-19.2064426111635,-13.0565293788828,1.17
1981-12-17,1981,12,17,-20.1927621161859,-16.8690919039737,3.9
1981-12-18,1981,12,18,-18.2201231061412,-7.33768559124658,0.78
1981-12-19,1981,12,19,-12.3022060760069,-4.47826369742845,4.29
1981-12-20,1981,12,20,-7.37060855089503,-4.47826369742845,0
1981-12-21,1981,12,21,-17.2338036011188,-5.43140432870116,9.75
1981-12-22,1981,12,22,-25.1243596412978,-14.0096700101556,3.51
1981-12-23,1981,12,23,-25.1243596412978,-18.7753731665191,2.34
1981-12-24,1981,12,24,-23.151720631253,-15.915951272701,4.29
1981-12-25,1981,12,25,-21.1790816212083,-14.9628106414283,3.51
1981-12-26,1981,12,26,-22.1654011262307,-13.0565293788828,2.73
1981-12-27,1981,12,27,-22.1654011262307,-13.0565293788828,1.17
1981-12-28,1981,12,28,-24.1380401362754,-14.0096700101556,0.78
1981-12-29,1981,12,29,-18.2201231061412,-7.33768559124658,1.17
1981-12-30,1981,12,30,-14.2748450860517,-7.33768559124658,3.9
1981-12-31,1981,12,31,-19.2064426111635,-9.243966853792,1.95
1982-01-01,1982,1,1,-15.2848222236788,-9.19137020681754,1.95
1982-01-02,1982,1,2,-20.2164197487907,-13.0039327319084,2.34
1982-01-03,1982,1,3,-22.1890587588354,-17.7696358882719,0.78
1982-01-04,1982,1,4,-22.1890587588354,-9.19137020681754,0.78
1982-01-05,1982,1,5,-12.3258637086117,-9.19137020681754,3.51
1982-01-06,1982,1,6,-27.1206562839473,-11.097651469363,2.73
1982-01-07,1982,1,7,-26.1343367789249,-15.8633546257265,1.17
1982-01-08,1982,1,8,-19.2301002437683,-12.0507921006357,13.65
1982-01-09,1982,1,9,-13.312183213634,-7.28508894427212,5.07
1982-01-10,1982,1,10,-13.312183213634,-10.1445108380903,1.95
1982-01-11,1982,1,11,-16.2711417287012,-8.23822957554483,2.34
1982-01-12,1982,1,12,-21.202739253813,-15.8633546257265,0.78
1982-01-13,1982,1,13,-22.1890587588354,-14.9102139944538,5.07
1982-01-14,1982,1,14,-16.2711417287012,-12.0507921006357,4.68
1982-01-15,1982,1,15,-17.2574612337235,-14.9102139944538,7.8
1982-01-16,1982,1,16,-17.2574612337235,-10.1445108380903,5.85
1982-01-17,1982,1,17,-10.3532246985669,-6.33194831299941,5.46
1982-01-18,1982,1,18,-13.312183213634,-7.28508894427212,3.12
1982-01-19,1982,1,19,-13.312183213634,-8.23822957554483,2.73
1982-01-20,1982,1,20,-16.2711417287012,-13.0039327319084,5.07
1982-01-21,1982,1,21,-16.2711417287012,-10.1445108380903,1.56
1982-01-22,1982,1,22,-25.1480172739025,-15.8633546257265,14.04
1982-01-23,1982,1,23,-26.1343367789249,-12.0507921006357,15.99
1982-01-24,1982,1,24,-12.3258637086117,-6.33194831299941,7.41
1982-01-25,1982,1,25,-13.312183213634,-3.47252641918128,0
1982-01-26,1982,1,26,-7.39426618349978,0.340036105909562,0
1982-01-27,1982,1,27,-17.2574612337235,-6.33194831299941,2.34
1982-01-28,1982,1,28,-14.2985027186564,-6.33194831299941,0
1982-01-29,1982,1,29,-18.2437807387459,-11.097651469363,1.17
1982-01-30,1982,1,30,-16.2711417287012,-11.097651469363,0.78
1982-01-31,1982,1,31,-16.2711417287012,-12.0507921006357,2.34
1982-02-01,1982,2,1,-20.7890419352254,-13.4018092519687,0
1982-02-02,1982,2,2,-24.7343199553149,-15.3080905145141,0
1982-02-03,1982,2,3,-24.7343199553149,-15.3080905145141,0
1982-02-04,1982,2,4,-26.7069589653596,-13.4018092519687,0
1982-02-05,1982,2,5,-29.6659174804268,-24.8394968272412,0
1982-02-06,1982,2,6,-28.6795979754044,-13.4018092519687,0
1982-02-07,1982,2,7,-15.8574444101135,-8.63610609560517,0
1982-02-08,1982,2,8,-21.7753614402477,-12.448668620696,3.9
1982-02-09,1982,2,9,-22.7616809452701,-15.3080905145141,0
1982-02-10,1982,2,10,-19.802722430203,-13.4018092519687,0
1982-02-11,1982,2,11,-19.802722430203,-6.72982483305975,0
1982-02-12,1982,2,12,-17.8300834201582,-8.63610609560517,0
1982-02-13,1982,2,13,-11.912166390024,-4.82354357051433,0
1982-02-14,1982,2,14,-9.93952737997923,-4.82354357051433,0
1982-02-15,1982,2,15,-9.93952737997923,-4.82354357051433,7.8
1982-02-16,1982,2,16,-10.9258468850016,-1.9641216766962,1.17
1982-02-17,1982,2,17,-11.912166390024,-6.72982483305975,1.56
1982-02-18,1982,2,18,-14.8711249050911,-1.9641216766962,8.19
1982-02-19,1982,2,19,-10.9258468850016,-2.91726230796891,0
1982-02-20,1982,2,20,-6.9805688649121,-0.0578404141507749,1.56
1982-02-21,1982,2,21,-5.99424935988973,2.80158147966736,0.78
1982-02-22,1982,2,22,-5.99424935988973,0.895300217121935,0
1982-02-23,1982,2,23,-8.95320787495685,-3.87040293924162,0
1982-02-24,1982,2,24,-10.9258468850016,-3.87040293924162,0
1982-02-25,1982,2,25,-13.8848054000687,-2.91726230796891,0
1982-02-26,1982,2,26,-12.8984858950464,-4.82354357051433,0
1982-02-27,1982,2,27,-10.9258468850016,-5.77668420178704,0.39
1982-02-28,1982,2,28,-10.9258468850016,-4.82354357051433,0.39
1982-03-01,1982,3,1,-7.51617315142909,-1.23264237747805,0.39
1982-03-02,1982,3,2,-10.4751316664962,-4.09206427129618,0.39
1982-03-03,1982,3,3,-12.447770676541,-4.09206427129618,2.73
1982-03-04,1982,3,4,-17.3793682016528,-10.7640486902052,0.78
1982-03-05,1982,3,5,-18.3656877066752,-7.90462679638703,1.17
1982-03-06,1982,3,6,-19.3520072116976,-13.6234705840233,0.78
1982-03-07,1982,3,7,-15.4067291916081,-8.85776742765973,2.73
1982-03-08,1982,3,8,-11.4614511715186,-5.9983455338416,3.51
1982-03-09,1982,3,9,-11.4614511715186,-5.9983455338416,1.95
1982-03-10,1982,3,10,-8.50249265645146,-5.04520490256889,0.39
1982-03-11,1982,3,11,-8.50249265645146,-1.23264237747805,1.17
1982-03-12,1982,3,12,-14.4204096865857,-4.09206427129618,9.75
1982-03-13,1982,3,13,-10.4751316664962,-0.279501746205342,12.09
1982-03-14,1982,3,14,-7.51617315142909,-2.18578300875076,0
1982-03-15,1982,3,15,-10.4751316664962,-4.09206427129618,0.39
1982-03-16,1982,3,16,-11.4614511715186,-2.18578300875076,0
1982-03-17,1982,3,17,-12.447770676541,-3.13892364002347,0.39
1982-03-18,1982,3,18,-11.4614511715186,-0.279501746205342,0
1982-03-19,1982,3,19,-17.3793682016528,-5.9983455338416,0
1982-03-20,1982,3,20,-19.3520072116976,-12.6703299527506,0
1982-03-21,1982,3,21,-18.3656877066752,-9.81090805893244,0
1982-03-22,1982,3,22,-16.3930486966305,-6.95148616511432,5.85
1982-03-23,1982,3,23,-15.4067291916081,-6.95148616511432,0.39
1982-03-24,1982,3,24,-13.4340901815633,-5.9983455338416,0
1982-03-25,1982,3,25,-12.447770676541,-2.18578300875076,0
1982-03-26,1982,3,26,-9.48881216147384,-2.18578300875076,0.78
1982-03-27,1982,3,27,-10.4751316664962,-1.23264237747805,0.39
1982-03-28,1982,3,28,-9.48881216147384,0.673638885067368,0.39
1982-03-29,1982,3,29,-17.3793682016528,-2.18578300875076,2.73
1982-03-30,1982,3,30,-17.3793682016528,-11.7171893214779,4.29
1982-03-31,1982,3,31,-15.4067291916081,-2.18578300875076,0.39
1982-04-01,1982,4,1,-7.12101744801325,2.85472330146905,0
1982-04-02,1982,4,2,-17.9705320032594,-4.77040174871264,6.24
1982-04-03,1982,4,3,-15.0115734881923,-2.86412048616722,0
1982-04-04,1982,4,4,-15.0115734881923,-0.00469859234908587,2.34
1982-04-05,1982,4,5,-19.9431710133041,-8.58296427380348,1.56
1982-04-06,1982,4,6,-11.0662954681028,-4.77040174871264,2.73
1982-04-07,1982,4,7,-18.9568515082818,-6.67668301125806,2.73
1982-04-08,1982,4,8,-19.9431710133041,-12.3955267988943,0.39
1982-04-09,1982,4,9,-19.9431710133041,-8.58296427380348,0.78
1982-04-10,1982,4,10,-17.9705320032594,-4.77040174871264,1.56
1982-04-11,1982,4,11,-10.0799759630804,3.80786393274176,1.17
1982-04-12,1982,4,12,-7.12101744801325,0.948442038923624,5.07
1982-04-13,1982,4,13,-8.10733695303563,1.90158267019633,0
1982-04-14,1982,4,14,-7.12101744801325,3.80786393274176,0
1982-04-15,1982,4,15,-9.093656458058,0.948442038923624,0
1982-04-16,1982,4,16,-16.984212498237,-7.62982364253077,0.78
1982-04-17,1982,4,17,-15.0115734881923,-0.957839223621796,0
1982-04-18,1982,4,18,-13.0389344781475,-0.957839223621796,0
1982-04-19,1982,4,19,-19.9431710133041,-11.4423861676216,1.17
1982-04-20,1982,4,20,-23.8884490333936,-11.4423861676216,0.39
1982-04-21,1982,4,21,-20.9294905183265,-0.00469859234908587,0
1982-04-22,1982,4,22,-15.9978929932146,-0.00469859234908587,0
1982-04-23,1982,4,23,-10.0799759630804,2.85472330146905,0
1982-04-24,1982,4,24,-8.10733695303563,0.948442038923624,0
1982-04-25,1982,4,25,-8.10733695303563,0.948442038923624,0.39
1982-04-26,1982,4,26,-10.0799759630804,-0.00469859234908587,1.95
1982-04-27,1982,4,27,-11.0662954681028,-3.81726111743993,1.95
1982-04-28,1982,4,28,-12.0526149731251,-0.00469859234908587,0.39
1982-04-29,1982,4,29,-10.0799759630804,-0.957839223621796,0.39
1982-04-30,1982,4,30,-12.0526149731251,-0.00469859234908587,0
1982-05-01,1982,5,1,-4.31094734105979,6.23908195455253,0
1982-05-02,1982,5,2,-2.33830833101504,8.14536321709795,0
1982-05-03,1982,5,3,-3.32462783603741,2.42651942946169,0
1982-05-04,1982,5,4,-5.29726684608216,2.42651942946169,0.39
1982-05-05,1982,5,5,-12.2015033812388,-1.38604309562915,1.95
1982-05-06,1982,5,6,-15.1604618963059,-5.19860562071999,0
1982-05-07,1982,5,7,-9.24254486617167,-1.38604309562915,0
1982-05-08,1982,5,8,-6.28358635110454,3.3796600607344,0.39
1982-05-09,1982,5,9,-3.32462783603741,4.33280069200711,0
