LTER_site,local_site,date,doy,year,month,day,precipitation.mm,flag.1,flag.2,source.station,pvalue,rsquared,x.obs.in.regression,regression.equation,raw_ppt_tot,raw_qdays
NWT,D1,1952-02-02,33,1952,2,2,0,D,A,53496,0.008997315,0.065012902,104,y=0.166137582880377x+1.47263872410539,NA,NA
NWT,D1,1952-02-03,34,1952,2,3,5.149264602,D,A,53500,0.001435088,0.090180052,110,y=0.213605831355936x+1.63546326889854,NA,NA
NWT,D1,1952-02-04,35,1952,2,4,5.219733695,D,A,53500,0.003896182,0.075931377,108,y=0.201470885292416x+1.60429143780235,NA,NA
NWT,D1,1952-02-05,36,1952,2,5,6.979801132,D,A,53500,0.001215778,0.097064292,105,y=0.20997041741947x+1.63587730868896,NA,NA
NWT,D1,1952-02-06,37,1952,2,6,3.061154561,D,A,53500,7.38453e-4,0.106142602,104,y=0.233808192908132x+1.65344409281339,NA,NA
NWT,D1,1952-02-07,38,1952,2,7,0,D,A,53113,0.041749497000000003,0.149973451,28,y=0.191815058843988x+1.70038877840685,NA,NA
NWT,D1,1952-02-08,39,1952,2,8,0,D,A,53113,0.023468509,0.182258154,28,y=0.226640094198553x+1.71914567461705,NA,NA
NWT,D1,1952-02-09,40,1952,2,9,0,D,A,53113,0.015778115,0.184846608,31,y=0.234488189349866x+1.7073049519225,NA,NA
NWT,D1,1952-02-10,41,1952,2,10,0,D,A,53113,0.005500588,0.244285097,30,y=0.24970034636983x+1.73012847581937,NA,NA
NWT,D1,1952-02-11,42,1952,2,11,0,D,A,53113,0.005668919,0.250685858,29,y=0.25794454124822x+1.8012244716293,NA,NA
NWT,D1,1952-02-12,43,1952,2,12,0,D,A,53113,0.004979494,0.234489629,32,y=0.242104406211124x+1.67290375812628,NA,NA
NWT,D1,1952-02-13,44,1952,2,13,5.775865246,D,A,53113,0.001942728,0.285895414,31,y=0.275804735394151x+1.63748092960539,NA,NA
NWT,D1,1952-02-14,45,1952,2,14,4.409206843,D,A,53113,5.70342e-4,0.331086009,32,y=0.311101509730805x+1.56825492319223,NA,NA
NWT,D1,1952-02-15,46,1952,2,15,3.598473523,D,A,53113,9.79646e-4,0.291596096,34,y=0.291011067750265x+1.47760391489118,NA,NA
NWT,D1,1952-02-16,47,1952,2,16,0,D,A,53113,6.76183e-4,0.333081767,31,y=0.290879417734734x+1.42582561849753,NA,NA
NWT,D1,1952-02-17,48,1952,2,17,3.545362255,D,A,53113,0.002594896,0.272495337,31,y=0.258013720788003x+1.4403862836132,NA,NA
NWT,D1,1952-02-18,49,1952,2,18,4.879120726,D,A,53113,7.39e-5,0.459528256,28,y=0.339263897874341x+1.44202009717752,NA,NA
NWT,D1,1952-02-19,50,1952,2,19,3.026824647,D,A,53113,2.24046e-4,0.439407449,26,y=0.300998986405093x+1.52000943424888,NA,NA
NWT,D1,1952-02-20,51,1952,2,20,2.134677561,D,A,53113,9.82e-5,0.475194172,26,y=0.322831686695803x+1.49653861934854,NA,NA
NWT,D1,1952-02-21,52,1952,2,21,3.977481846,D,A,53113,0.00289978,0.337738367,24,y=0.28320405657302x+1.5724556135362,NA,NA
NWT,D1,1952-02-22,53,1952,2,22,5.402886643,D,A,53113,0.047800357,0.181858154,22,y=0.191957257307695x+1.68388636963909,NA,NA
NWT,D1,1952-02-23,54,1952,2,23,4.758986419,D,A,53113,0.003457655,0.354573619,22,y=0.312295322032856x+1.55507753571427,NA,NA
NWT,D1,1952-02-24,55,1952,2,24,4.440776726,D,A,53113,0.001457298,0.389572961,23,y=0.370717431122543x+1.48494477225059,NA,NA
NWT,D1,1952-02-25,56,1952,2,25,2.899633751,D,A,53113,5.05934e-4,0.429781675,24,y=0.426646553368892x+1.35354098227072,NA,NA
NWT,D1,1952-02-26,57,1952,2,26,0,D,A,53113,0.004188428,0.316838696,24,y=0.346748822926338x+1.33063544818144,NA,NA
NWT,D1,1952-02-27,58,1952,2,27,0,D,A,53113,0.017201264,0.231858454,24,y=0.268467095919292x+1.27511990140922,NA,NA
NWT,D1,1952-02-28,59,1952,2,28,3.628313335,D,A,53113,0.004065228,0.318555198,24,y=0.310632247280192x+1.28383712022253,NA,NA
NWT,D1,1952-02-29,60,1952,2,29,4.115327559,D,A,53113,0.004065228,0.318555198,24,y=0.310632247280192x+1.28383712022253,NA,NA
NWT,D1,1952-03-01,61,1952,3,1,5.710024875,D,A,53113,0.008042912,0.278482531,24,y=0.349283552481494x+1.35295187728437,NA,NA
NWT,D1,1952-03-02,62,1952,3,2,6.481030547,D,A,50183,0.008908243,0.166712888,40,y=0.20737271199796x+1.38809451793283,NA,NA
NWT,D1,1952-03-03,63,1952,3,3,2.765202431,D,A,50183,0.037721858,0.120890854,36,y=0.177289856415202x+1.42252464078635,NA,NA
NWT,D1,1952-03-04,64,1952,3,4,0,D,A,50183,0.036271417,0.116152939,38,y=0.174327876063074x+1.36380590269923,NA,NA
NWT,D1,1952-03-05,65,1952,3,5,2.599519452,D,A,53113,0.030109447,0.23544723,20,y=0.335124929808056x+1.41458884732658,NA,NA
NWT,D1,1952-03-06,66,1952,3,6,4.47161209,D,A,53113,0.026759721,0.271013754,18,y=0.381784516151856x+1.40649603850932,NA,NA
NWT,D1,1952-03-07,67,1952,3,7,0,D,A,52759,0.001726173,0.147560868,64,y=0.2041164182868x+1.49440881804107,NA,NA
NWT,D1,1952-03-08,68,1952,3,8,2.998776901,D,A,53500,1.3e-5,0.159381185,112,y=0.256166992150301x+1.68398457504433,NA,NA
NWT,D1,1952-03-09,69,1952,3,9,3.007466469,D,A,53500,3.69e-5,0.147729072,109,y=0.249772152706176x+1.67225493447408,NA,NA
NWT,D1,1952-03-10,70,1952,3,10,0,D,A,53496,7.46e-5,0.13940315,107,y=0.21472889542451x+1.58679724760916,NA,NA
NWT,D1,1952-03-11,71,1952,3,11,4.136408235,D,A,53113,0.019375048,0.35364656,15,y=0.315631286308935x+1.8523755819078,NA,NA
NWT,D1,1952-03-12,72,1952,3,12,10.1453692,D,A,53113,0.042378147,0.262651271,16,y=0.266975927695856x+1.94267234012424,NA,NA
NWT,D1,1952-03-13,73,1952,3,13,3.867469883,D,A,53113,0.015627544,0.331256075,17,y=0.276627060664459x+1.98516686464772,NA,NA
NWT,D1,1952-03-14,74,1952,3,14,3.422667437,D,A,53113,0.011186764,0.322580579,19,y=0.300478789456625x+1.91752857596192,NA,NA
NWT,D1,1952-03-15,75,1952,3,15,7.804316745,D,A,53113,0.009211111,0.281422634,23,y=0.226430604843985x+1.92436865601166,NA,NA
NWT,D1,1952-03-16,76,1952,3,16,5.646897196,D,A,53113,0.001994483,0.312291412,28,y=0.270960176366003x+1.80475556504189,NA,NA
NWT,D1,1952-03-17,77,1952,3,17,8.052691033,D,A,53113,0.00429077,0.27358499,28,y=0.231589216811098x+1.80936644138392,NA,NA
NWT,D1,1952-03-18,78,1952,3,18,6.063730365,D,A,53113,0.025754347,0.177081478,28,y=0.186882239085384x+1.7993587353789,NA,NA
NWT,D1,1952-03-19,79,1952,3,19,7.138741075,D,A,53496,1.81e-5,0.15319162,113,y=0.228509913467617x+1.75252770734506,NA,NA
NWT,D1,1952-03-20,80,1952,3,20,9.508426761,D,A,53496,6.98e-8,0.22419482,117,y=0.276951388345559x+1.80204622251575,NA,NA
NWT,D1,1952-03-21,81,1952,3,21,5.551201965,D,A,53496,1.09e-7,0.227020716,112,y=0.270820469851x+1.78762584074977,NA,NA
NWT,D1,1952-03-22,82,1952,3,22,5.224786224,D,A,53113,0.01011469,0.220782394,29,y=0.213786137008448x+1.79820563911116,NA,NA
NWT,D1,1952-03-23,83,1952,3,23,5.858347786,D,A,53113,0.007963715,0.249648219,27,y=0.223680464625479x+1.9193605412818,NA,NA
NWT,D1,1952-03-24,84,1952,3,24,9.715010819,D,A,53496,3.77e-8,0.253518348,106,y=0.30872239514469x+1.70301279935665,NA,NA
NWT,D1,1952-03-25,85,1952,3,25,6.965376466,D,A,53496,3.48e-6,0.184588168,108,y=0.264664313301285x+1.69424109052472,NA,NA
NWT,D1,1952-03-26,86,1952,3,26,7.291709321,D,A,53113,0.020049403,0.213506945,25,y=0.25381767292507x+1.66473567533331,NA,NA
NWT,D1,1952-03-27,87,1952,3,27,2.691086395,D,A,53113,0.025959728,0.234923225,21,y=0.295818541496956x+1.66639670940229,NA,NA
NWT,D1,1952-03-28,88,1952,3,28,0,D,A,53496,0.002288543,0.077379356,118,y=0.177471978039336x+1.64114075834941,NA,NA
NWT,D1,1952-03-29,89,1952,3,29,0,D,A,53496,0.001408133,0.08590516,116,y=0.183096735493745x+1.62305440616708,NA,NA
NWT,D1,1952-03-30,90,1952,3,30,0,D,A,53496,0.00341034,0.071541302,118,y=0.151678850771044x+1.63799706249775,NA,NA
NWT,D1,1952-03-31,91,1952,3,31,7.304461486,D,A,53496,0.001128837,0.085589812,121,y=0.152863351256897x+1.63407799673736,NA,NA
NWT,D1,1952-04-01,92,1952,4,1,3.809830489,D,A,53500,0.00310148,0.071735072,120,y=0.179547328231648x+1.74815768101672,NA,NA
NWT,D1,1952-04-02,93,1952,4,2,0,D,A,53500,0.004814798,0.072563322,108,y=0.163230179402927x+1.87135546254482,NA,NA
NWT,D1,1952-04-03,94,1952,4,3,5.839465418,D,A,53496,0.014706193,0.059806276,99,y=0.130420306592644x+1.73346659721367,NA,NA
NWT,D1,1952-04-04,95,1952,4,4,0,D,A,50183,0.004600567,0.213063113,36,y=0.193766123564737x+1.60037741681232,NA,NA
NWT,D1,1952-04-05,96,1952,4,5,0,D,A,50183,0.022631903,0.16145317,32,y=0.171566979816569x+1.62600894365386,NA,NA
NWT,D1,1952-04-06,97,1952,4,6,0,D,A,50183,0.005021578,0.265435737,28,y=0.220569905582846x+1.47881140074727,NA,NA
NWT,D1,1952-04-07,98,1952,4,7,0,D,A,50183,3.88362e-4,0.475029489,22,y=0.28786919382309x+1.42579816937598,NA,NA
NWT,D1,1952-04-08,99,1952,4,8,4.722398223,D,A,53500,0.011950015,0.067430716,93,y=0.167992889909402x+1.93646808278388,NA,NA
NWT,D1,1952-04-09,100,1952,4,9,7.324424699,D,A,50183,0.02794851,0.142146854,34,y=0.150790180070822x+1.77978149095591,NA,NA
NWT,D1,1952-04-10,101,1952,4,10,0,D,A,53113,0.002372513,0.409580503,20,y=0.25148544021102x+2.00158844102594,NA,NA
NWT,D1,1952-04-11,102,1952,4,11,3.621541584,D,A,53113,0.01161139,0.319866099,19,y=0.257787520705104x+1.87638553825771,NA,NA
NWT,D1,1952-04-12,103,1952,4,12,7.494248043,E,A,53113,0.110069003,0.135659916,20,y=0.193286129242057x+1.75559063037579,NA,NA
NWT,D1,1952-04-13,104,1952,4,13,4.753995734,D,A,53496,0.046916975,0.044618033,89,y=0.121811409089424x+1.8375330513902,NA,NA
NWT,D1,1952-04-14,105,1952,4,14,0,E,A,53113,0.364496001,0.055094639,17,y=0.151516586169236x+1.60258210884303,NA,NA
NWT,D1,1952-04-15,106,1952,4,15,7.416654644,D,A,53496,0.001910128,0.110206783,85,y=0.188718782888046x+1.80982440693631,NA,NA
NWT,D1,1952-04-16,107,1952,4,16,8.026315387,D,A,53496,0.003031826,0.091572726,94,y=0.17582065023172x+1.87270281636662,NA,NA
NWT,D1,1952-04-17,108,1952,4,17,0,D,A,53496,2.77821e-4,0.130488156,97,y=0.204585991034674x+1.8950173084235,NA,NA
NWT,D1,1952-04-18,109,1952,4,18,0,D,A,53496,3e-6,0.185197168,109,y=0.24168930465735x+1.85944605713806,NA,NA
NWT,D1,1952-04-19,110,1952,4,19,0,D,A,53113,0.018174752,0.196415689,28,y=0.224709438785321x+1.78267013756548,NA,NA
NWT,D1,1952-04-20,111,1952,4,20,0,D,A,53113,3.37823e-4,0.383920922,29,y=0.299457901905127x+1.75271268694195,NA,NA
NWT,D1,1952-04-21,112,1952,4,21,9.121866773,D,A,53113,0.004807782,0.250935379,30,y=0.246293028366277x+1.755412939501,NA,NA
NWT,D1,1952-04-22,113,1952,4,22,4.308903841,D,A,53113,0.006155457,0.246481807,29,y=0.248493300142076x+1.80122398242042,NA,NA
NWT,D1,1952-04-23,114,1952,4,23,0,D,A,50183,1.23159e-4,0.266767055,50,y=0.227091502126813x+1.8981163200113,NA,NA
NWT,D1,1952-04-24,115,1952,4,24,0,D,A,50183,2.62171e-4,0.25376674,48,y=0.230745555394255x+1.75295717761564,NA,NA
NWT,D1,1952-04-25,116,1952,4,25,0,D,A,50183,0.01109149,0.134915849,47,y=0.160021633312624x+1.82492895264084,NA,NA
NWT,D1,1952-04-26,117,1952,4,26,0,D,A,50183,0.009867852,0.144986497,45,y=0.171548630652455x+1.86568064423701,NA,NA
NWT,D1,1952-04-27,118,1952,4,27,0,D,A,52759,0.00132325,0.154320307,64,y=0.220614643006193x+1.71785134783842,NA,NA
NWT,D1,1952-04-28,119,1952,4,28,3.214806439,D,A,53113,0.04248928,0.232945128,18,y=0.271821391671246x+1.7893443188384,NA,NA
NWT,D1,1952-04-29,120,1952,4,29,7.556162126,D,A,52759,0.003089904,0.134690785,63,y=0.226376632864257x+1.67828207399808,NA,NA
NWT,D1,1952-04-30,121,1952,4,30,8.47305144,D,A,53500,2.66e-6,0.198747684,102,y=0.30242949767622x+1.71283383200391,NA,NA
NWT,D1,1952-05-01,122,1952,5,1,0,D,A,53500,2.73e-5,0.163608408,101,y=0.27852920996889x+1.66122912836124,NA,NA
NWT,D1,1952-05-02,123,1952,5,2,0,D,A,53113,0.039041084,0.23999865,18,y=0.304691028981355x+1.43764043553666,NA,NA
NWT,D1,1952-05-03,124,1952,5,3,0,D,A,53113,0.002900596,0.380421072,21,y=0.393321629195581x+1.53599404938616,NA,NA
NWT,D1,1952-05-04,125,1952,5,4,0,D,A,53113,3.40092e-4,0.481648719,22,y=0.435422688463971x+1.41297101188603,NA,NA
NWT,D1,1952-05-05,126,1952,5,5,0,D,A,53113,6.66e-5,0.491248441,26,y=0.448589863055554x+1.49545194630242,NA,NA
NWT,D1,1952-05-06,127,1952,5,6,1.575381656,D,A,53113,9.96e-6,0.520794159,29,y=0.450126025178522x+1.48380603187207,NA,NA
NWT,D1,1952-05-07,128,1952,5,7,0,D,A,53113,1.4e-6,0.53354229,33,y=0.459725184481678x+1.48205493077011,NA,NA
NWT,D1,1952-05-08,129,1952,5,8,0,D,A,53113,2.22e-6,0.556554539,30,y=0.465561996509865x+1.58651752195407,NA,NA
NWT,D1,1952-05-09,130,1952,5,9,5.360970846,D,A,53113,8.74e-6,0.553182751,27,y=0.463558453540309x+1.48383008308782,NA,NA
NWT,D1,1952-05-10,131,1952,5,10,0,D,A,53113,0.001523271,0.336246414,27,y=0.316097064959258x+1.60147776915779,NA,NA
NWT,D1,1952-05-11,132,1952,5,11,0,D,A,53113,0.003927846,0.269213687,29,y=0.27402975901778x+1.63338044043265,NA,NA
NWT,D1,1952-05-12,133,1952,5,12,0,D,A,53113,0.025748045,0.183608918,27,y=0.21950487275912x+1.50337101415132,NA,NA
NWT,D1,1952-05-13,134,1952,5,13,2.266330916,D,A,53496,2.16e-6,0.20752661,99,y=0.288981937879458x+1.47898057849124,NA,NA
NWT,D1,1952-05-14,135,1952,5,14,0,D,A,50183,0.00100212,0.234446999,43,y=0.252531734805011x+1.44619424594749,NA,NA
NWT,D1,1952-05-15,136,1952,5,15,5.233224309,D,A,50183,1.18044e-4,0.277962593,48,y=0.278945985333054x+1.34414629642756,NA,NA
NWT,D1,1952-05-16,137,1952,5,16,9.320181772,D,A,50183,9.17e-6,0.357236698,47,y=0.300734843513741x+1.28774285275152,NA,NA
NWT,D1,1952-05-17,138,1952,5,17,5.776096473,D,A,50183,1.72308e-4,0.266576034,48,y=0.271272933458922x+1.24165282650711,NA,NA
NWT,D1,1952-05-18,139,1952,5,18,3.129456839,D,A,53113,0.032043513,0.288136877,16,y=0.310836520754882x+1.00989207551342,NA,NA
NWT,D1,1952-05-19,140,1952,5,19,0,D,A,50183,7.9e-5,0.261014865,54,y=0.290581866876963x+1.1259217593993,NA,NA
NWT,D1,1952-05-20,141,1952,5,20,0,D,A,50183,0.001325938,0.187919868,52,y=0.240709575837487x+1.1059020615293,NA,NA
NWT,D1,1952-05-21,142,1952,5,21,4.63065761,D,A,53113,0.039056552,0.270150877,16,y=0.32849698069455x+0.900205595712747,NA,NA
NWT,D1,1952-05-22,143,1952,5,22,0,D,A,50183,5.49232e-4,0.214286818,52,y=0.294877437650971x+1.0763317819932,NA,NA
NWT,D1,1952-05-23,144,1952,5,23,8.034134449,D,A,52759,4.06386e-4,0.171370015,69,y=0.229198157561621x+1.4711373402508,NA,NA
NWT,D1,1952-05-24,145,1952,5,24,6.499055115,D,A,52759,8.75e-5,0.221334071,64,y=0.240758987114951x+1.53407232172333,NA,NA
NWT,D1,1952-05-25,146,1952,5,25,0,D,A,52759,3.00502e-4,0.194223086,63,y=0.228451646369456x+1.49058779961989,NA,NA
NWT,D1,1952-05-26,147,1952,5,26,5.38534179,D,A,50183,7.44e-6,0.362986639,47,y=0.309508553316474x+1.29102698807014,NA,NA
NWT,D1,1952-05-27,148,1952,5,27,1.476879019,D,A,50183,1.94e-7,0.463344149,46,y=0.372465774565488x+1.24165295088826,NA,NA
NWT,D1,1952-05-28,149,1952,5,28,0,D,A,50183,3.32e-6,0.384661494,47,y=0.307251982721106x+1.35383441805558,NA,NA
NWT,D1,1952-05-29,150,1952,5,29,0,D,A,50183,5.16e-5,0.302366013,48,y=0.243067849103643x+1.44204234952772,NA,NA
NWT,D1,1952-05-30,151,1952,5,30,0,D,A,50183,1.9459e-4,0.278572141,45,y=0.243955484617453x+1.38948264907128,NA,NA
NWT,D1,1952-05-31,152,1952,5,31,0,D,A,50183,3.42541e-4,0.260356988,45,y=0.226428483205925x+1.35944389632103,NA,NA
NWT,D1,1952-06-01,153,1952,6,1,0,D,A,50183,0.009122172,0.154501281,43,y=0.171496854675872x+1.44866760570293,NA,NA
NWT,D1,1952-06-02,154,1952,6,2,0,D,A,53113,0.013953126,0.291745826,20,y=0.340283124806785x+1.12675737603273,NA,NA
NWT,D1,1952-06-03,155,1952,6,3,9.73815347,D,A,53113,0.001002122,0.501745395,18,y=0.485482583671527x+0.900062014759376,NA,NA
NWT,D1,1952-06-04,156,1952,6,4,6.827655072,E,A,53113,0.080916046,0.159650642,20,y=0.233465747487566x+1.29295329033735,NA,NA
NWT,D1,1952-06-05,157,1952,6,5,0,D,A,53113,0.005382911,0.341744794,21,y=0.317830773429407x+1.49547922036635,NA,NA
NWT,D1,1952-06-06,158,1952,6,6,0,D,A,53113,0.004586441,0.300100753,25,y=0.344864053583456x+1.27332144133815,NA,NA
NWT,D1,1952-06-07,159,1952,6,7,0,D,A,53113,0.004888974,0.258201003,29,y=0.353539022627597x+1.29133716395138,NA,NA
NWT,D1,1952-06-08,160,1952,6,8,0,D,A,50183,9.47e-5,0.30121532,45,y=0.28583982906803x+1.33717134185146,NA,NA
NWT,D1,1952-06-09,161,1952,6,9,0,D,A,50183,4.10997e-4,0.25440907,45,y=0.256429187873627x+1.34054028463144,NA,NA
NWT,D1,1952-06-10,162,1952,6,10,0,D,A,50183,6.55e-5,0.306628955,46,y=0.259248828942469x+1.33738994864882,NA,NA
NWT,D1,1952-06-11,163,1952,6,11,0,D,A,50183,1.19126e-4,0.333310875,39,y=0.286253386474532x+1.24256521600786,NA,NA
NWT,D1,1952-06-12,164,1952,6,12,0,D,A,53113,0.00148462,0.326760077,28,y=0.488731361847228x+0.875406628303158,NA,NA
NWT,D1,1952-06-13,165,1952,6,13,0,D,A,53113,0.002244916,0.316688174,27,y=0.470790601072653x+0.996398944172806,NA,NA
NWT,D1,1952-06-14,166,1952,6,14,0,D,A,53113,3.78075e-4,0.40265564,27,y=0.454992655272937x+1.01546401106566,NA,NA
NWT,D1,1952-06-15,167,1952,6,15,0,D,A,53500,5.15e-7,0.277610982,80,y=0.299380722827941x+1.18676103202509,NA,NA
NWT,D1,1952-06-16,168,1952,6,16,0,D,A,53500,8.42e-7,0.294598149,72,y=0.32557524797068x+1.2367984565085,NA,NA
NWT,D1,1952-06-17,169,1952,6,17,0,D,A,53113,0.014858454,0.274115865,21,y=0.31959872780548x+1.14572529532829,NA,NA
NWT,D1,1952-06-18,170,1952,6,18,0,D,A,52759,2.31092e-4,0.278634675,44,y=0.303007607201306x+1.24449470394221,NA,NA
NWT,D1,1952-06-19,171,1952,6,19,0,D,A,52759,2.38285e-4,0.316231925,38,y=0.320398310334398x+1.15364755720123,NA,NA
NWT,D1,1952-06-20,172,1952,6,20,0,D,A,52759,0.00259463,0.250144281,34,y=0.329484491989496x+1.13797424466887,NA,NA
NWT,D1,1952-06-21,173,1952,6,21,0,D,A,53500,6.50042e-4,0.23927425,45,y=0.322491348207523x+1.07284685238248,NA,NA
NWT,D1,1952-06-22,174,1952,6,22,0,D,A,53496,2.39356e-4,0.283258725,43,y=0.340974960297482x+1.2880466302879,NA,NA
NWT,D1,1952-06-23,175,1952,6,23,2.249527137,D,A,53496,9.09117e-4,0.219023226,47,y=0.326363538986334x+1.25797548406971,NA,NA
NWT,D1,1952-06-24,176,1952,6,24,2.085370928,D,A,53496,0.001186876,0.198461276,50,y=0.32498465789122x+1.18031254648031,NA,NA
NWT,D1,1952-06-25,177,1952,6,25,5.409395847,D,A,53496,0.004697406,0.154838006,50,y=0.298943109878144x+1.13555458293177,NA,NA
NWT,D1,1952-06-26,178,1952,6,26,2.656662064,D,A,53496,0.003452121,0.155750628,53,y=0.307561802247936x+1.18537403171054,NA,NA
NWT,D1,1952-06-27,179,1952,6,27,3.559861446,D,A,53496,0.001047273,0.185000944,55,y=0.314801115990763x+1.26472467630648,NA,NA
NWT,D1,1952-06-28,180,1952,6,28,0,D,A,52759,0.001387123,0.269762283,35,y=0.3257605541801x+1.11727598969846,NA,NA
NWT,D1,1952-06-29,181,1952,6,29,0,D,A,52759,0.002107271,0.233707332,38,y=0.302151740152598x+1.10684991196136,NA,NA
NWT,D1,1952-06-30,182,1952,6,30,0,D,A,52759,0.001003023,0.283088466,35,y=0.332716322841049x+1.05724758171964,NA,NA
NWT,D1,1952-07-01,183,1952,7,1,0,D,A,52759,6.58921e-4,0.292580695,36,y=0.319850286014501x+1.11703078767368,NA,NA
NWT,D1,1952-07-02,184,1952,7,2,0,D,A,52759,1.71931e-4,0.335617642,37,y=0.352072749597678x+1.06042339201532,NA,NA
NWT,D1,1952-07-03,185,1952,7,3,0,D,A,52759,0.005163116,0.232790344,32,y=0.266487793436978x+1.03022646614731,NA,NA
NWT,D1,1952-07-04,186,1952,7,4,0,D,A,52759,0.002194889,0.288814176,30,y=0.313617197334103x+1.12079498171512,NA,NA
NWT,D1,1952-07-05,187,1952,7,5,0,D,A,52759,0.007555167,0.202635448,34,y=0.270941640935694x+1.20443883878379,NA,NA
