LTER_site,local_site,plotid,site,plot,rem,nut,winsize,increment,timestep,FI,smooth3_FI
NWT,Longs,1_CDC,1,CDC,D,C,4,4,2009,3.7027661081304637,3.9805226888408356
NWT,Longs,1_CDC,1,CDC,D,C,4,5,2010,4.410510185055815,3.9805226888408356
NWT,Longs,1_CDC,1,CDC,D,C,4,6,2011,3.9766010462548382,4.047892760995288
NWT,Longs,1_CDC,1,CDC,D,C,4,7,2012,4.1343966890636334,4.047892760995288
NWT,Longs,1_CDC,1,CDC,D,C,4,8,2013,4.032680547667393,4.047892760995288
NWT,Longs,1_CDC,1,CDC,D,C,4,9,2014,4.280574422235967,4.2074855556498
NWT,Longs,1_CDC,1,CDC,D,C,4,10,2015,4.1343966890636334,4.2074855556498
NWT,Longs,1_CDN,1,CDN,D,N,4,0,2005,2.669647636478368,3.8400772404141463
NWT,Longs,1_CDN,1,CDN,D,N,4,1,2006,4.280651369128836,3.8400772404141463
NWT,Longs,1_CDN,1,CDN,D,N,4,2,2007,4.569932715635234,3.8400772404141463
NWT,Longs,1_CDN,1,CDN,D,N,4,3,2008,4.60203952854932,4.6822621859037605
NWT,Longs,1_CDN,1,CDN,D,N,4,4,2009,4.532270377164885,4.6822621859037605
NWT,Longs,1_CDN,1,CDN,D,N,4,5,2010,4.9124766519970775,4.6822621859037605
NWT,Longs,1_CDN,1,CDN,D,N,4,6,2011,4.9124766519970775,5.024267031167352
NWT,Longs,1_CDN,1,CDN,D,N,4,7,2012,5.291370149532613,5.024267031167352
NWT,Longs,1_CDN,1,CDN,D,N,4,8,2013,4.8689542919723685,5.024267031167352
NWT,Longs,1_CDN,1,CDN,D,N,4,9,2014,5.971062511839834,4.904987133917737
NWT,Longs,1_CDN,1,CDN,D,N,4,10,2015,4.511114600223516,4.904987133917737
NWT,Longs,1_CDN,1,CDN,D,N,4,11,2016,4.23278428968986,4.904987133917737
NWT,Longs,1_CDN,1,CDN,D,N,4,12,2017,5.041063918793225,5.025010512336179
NWT,Longs,1_CDN,1,CDN,D,N,4,13,2018,5.008957105879134,5.025010512336179
NWT,Longs,1_CDX,1,CDX,D,X,4,0,2005,4.62386277297276,3.9093073186809484
NWT,Longs,1_CDX,1,CDX,D,X,4,1,2006,3.284991701436591,3.9093073186809484
NWT,Longs,1_CDX,1,CDX,D,X,4,2,2007,3.819067481633495,3.9093073186809484
NWT,Longs,1_CDX,1,CDX,D,X,4,3,2008,3.426678954514438,3.9804753130626884
NWT,Longs,1_CDX,1,CDX,D,X,4,4,2009,4.4163164695612815,3.9804753130626884
NWT,Longs,1_CDX,1,CDX,D,X,4,5,2010,4.098430515112345,3.9804753130626884
NWT,Longs,1_CDX,1,CDX,D,X,4,6,2011,3.403661474547953,3.770427566082644
NWT,Longs,1_CDX,1,CDX,D,X,4,7,2012,4.339891204603911,3.770427566082644
NWT,Longs,1_CDX,1,CDX,D,X,4,8,2013,3.5677300190960684,3.770427566082644
NWT,Longs,1_CDX,1,CDX,D,X,4,9,2014,3.3362557732423626,3.291214732189061
NWT,Longs,1_CDX,1,CDX,D,X,4,10,2015,3.890570811438281,3.291214732189061
NWT,Longs,1_CDX,1,CDX,D,X,4,11,2016,2.6468176118865387,3.291214732189061
NWT,Longs,1_CDX,1,CDX,D,X,4,12,2017,2.8260546824060238,2.8703315534392644
NWT,Longs,1_CDX,1,CDX,D,X,4,13,2018,2.9146084244725055,2.8703315534392644
NWT,Longs,1_CXC,1,CXC,X,C,4,0,2005,3.5695868270583953,4.208961266233864
NWT,Longs,1_CXC,1,CXC,X,C,4,1,2006,3.4633469875781633,4.208961266233864
NWT,Longs,1_CXC,1,CXC,X,C,4,2,2007,5.5939499840650315,4.208961266233864
NWT,Longs,1_CXC,1,CXC,X,C,4,3,2008,4.634684851394719,4.360127995835786
NWT,Longs,1_CXC,1,CXC,X,C,4,4,2009,3.9216352719834693,4.360127995835786
NWT,Longs,1_CXC,1,CXC,X,C,4,5,2010,4.524063864129168,4.360127995835786
NWT,Longs,1_CXC,1,CXC,X,C,4,6,2011,4.205613382556398,4.454787366026761
NWT,Longs,1_CXC,1,CXC,X,C,4,7,2012,4.30699956347628,4.454787366026761
NWT,Longs,1_CXC,1,CXC,X,C,4,8,2013,4.851749152047605,4.454787366026761
NWT,Longs,1_CXC,1,CXC,X,C,4,9,2014,4.634684851394719,4.77680188515682
NWT,Longs,1_CXC,1,CXC,X,C,4,10,2015,4.918918918918919,4.77680188515682
NWT,Longs,1_CXN,1,CXN,X,N,4,0,2005,2.6955458691622014,3.420240312267591
NWT,Longs,1_CXN,1,CXN,X,N,4,1,2006,4.067007380083398,3.420240312267591
NWT,Longs,1_CXN,1,CXN,X,N,4,2,2007,3.4981676875571734,3.420240312267591
NWT,Longs,1_CXN,1,CXN,X,N,4,3,2008,4.281177490060916,4.220067593900655
NWT,Longs,1_CXN,1,CXN,X,N,4,4,2009,4.296597700809284,4.220067593900655
NWT,Longs,1_CXN,1,CXN,X,N,4,5,2010,4.082427590831767,4.220067593900655
NWT,Longs,1_CXN,1,CXN,X,N,4,6,2011,4.219226052562732,4.345407594472489
NWT,Longs,1_CXN,1,CXN,X,N,4,7,2012,3.9310522283550973,4.345407594472489
NWT,Longs,1_CXN,1,CXN,X,N,4,8,2013,4.885944502499637,4.345407594472489
NWT,Longs,1_CXN,1,CXN,X,N,4,9,2014,4.573725830020304,3.8932940464594328
NWT,Longs,1_CXN,1,CXN,X,N,4,10,2015,2.929802127584244,3.8932940464594328
NWT,Longs,1_CXN,1,CXN,X,N,4,11,2016,4.176354181773753,3.8932940464594328
NWT,Longs,1_CXN,1,CXN,X,N,4,12,2017,3.9664859768380545,4.083121228901262
NWT,Longs,1_CXN,1,CXN,X,N,4,13,2018,4.199756480964469,4.083121228901262
NWT,Longs,1_CXX,1,CXX,X,X,4,0,2005,3.8548036339021063,3.262596627219811
NWT,Longs,1_CXX,1,CXX,X,X,4,1,2006,2.6815804004677366,3.262596627219811
NWT,Longs,1_CXX,1,CXX,X,X,4,2,2007,3.25140584728959,3.262596627219811
NWT,Longs,1_CXX,1,CXX,X,X,4,3,2008,4.270495827718639,4.508109292425511
NWT,Longs,1_CXX,1,CXX,X,X,4,4,2009,4.905556518390858,4.508109292425511
NWT,Longs,1_CXX,1,CXX,X,X,4,5,2010,4.348275531167035,4.508109292425511
NWT,Longs,1_CXX,1,CXX,X,X,4,6,2011,3.605327925653381,3.4355931398542494
NWT,Longs,1_CXX,1,CXX,X,X,4,7,2012,3.400431374439454,3.4355931398542494
NWT,Longs,1_CXX,1,CXX,X,X,4,8,2013,3.301020119469912,3.4355931398542494
NWT,Longs,1_CXX,1,CXX,X,X,4,9,2014,3.2076583221039456,4.308234107883575
NWT,Longs,1_CXX,1,CXX,X,X,4,10,2015,4.540991655437279,4.308234107883575
NWT,Longs,1_CXX,1,CXX,X,X,4,11,2016,5.1760523461095,4.308234107883575
NWT,Longs,1_CXX,1,CXX,X,X,4,12,2017,4.9311130367817295,4.868830605304933
NWT,Longs,1_CXX,1,CXX,X,X,4,13,2018,4.806548173828137,4.868830605304933
NWT,Edge,2_CAC,2,CAC,A,C,4,0,2005,3.8266511048117495,3.9655364079931643
NWT,Edge,2_CAC,2,CAC,A,C,4,1,2006,3.555636734273542,3.9655364079931643
NWT,Edge,2_CAC,2,CAC,A,C,4,2,2007,4.514321384894202,3.9655364079931643
NWT,Edge,2_CAC,2,CAC,A,C,4,3,2008,5.4006955604873665,5.314187930671552
NWT,Edge,2_CAC,2,CAC,A,C,4,4,2009,5.038782801689274,5.314187930671552
NWT,Edge,2_CAC,2,CAC,A,C,4,5,2010,5.5030854298380145,5.314187930671552
NWT,Edge,2_CAC,2,CAC,A,C,4,6,2011,4.514321384894202,4.920110432543329
NWT,Edge,2_CAC,2,CAC,A,C,4,7,2012,5.279717777904325,4.920110432543329
NWT,Edge,2_CAC,2,CAC,A,C,4,8,2013,4.966292134831461,4.920110432543329
NWT,Edge,2_CAC,2,CAC,A,C,4,9,2014,3.796571710488591,3.242211091200679
NWT,Edge,2_CAC,2,CAC,A,C,4,10,2015,2.6878504719127676,3.242211091200679
NWT,Edge,2_CAN,2,CAN,A,N,4,0,2005,3.163644581152285,3.6883260663774884
NWT,Edge,2_CAN,2,CAN,A,N,4,1,2006,3.8151596237209873,3.6883260663774884
NWT,Edge,2_CAN,2,CAN,A,N,4,2,2007,4.086173994259193,3.6883260663774884
NWT,Edge,2_CAN,2,CAN,A,N,4,3,2008,3.429423505620635,4.1706563430114825
NWT,Edge,2_CAN,2,CAN,A,N,4,4,2009,4.399599637332052,4.1706563430114825
NWT,Edge,2_CAN,2,CAN,A,N,4,5,2010,4.682945886081759,4.1706563430114825
NWT,Edge,2_CAN,2,CAN,A,N,4,6,2011,4.043762721724546,4.031710975886632
NWT,Edge,2_CAN,2,CAN,A,N,4,7,2012,4.53814474419646,4.031710975886632
NWT,Edge,2_CAN,2,CAN,A,N,4,8,2013,3.5132254617388905,4.031710975886632
NWT,Edge,2_CAN,2,CAN,A,N,4,9,2014,3.9775280898876404,4.110277485935029
NWT,Edge,2_CAN,2,CAN,A,N,4,10,2015,3.7727483511863364,4.110277485935029
NWT,Edge,2_CAN,2,CAN,A,N,4,11,2016,4.58055601673111,4.110277485935029
NWT,Edge,2_CAN,2,CAN,A,N,4,12,2017,4.357188364797408,4.571262060114911
NWT,Edge,2_CAN,2,CAN,A,N,4,13,2018,4.785335755432414,4.571262060114911
NWT,Edge,2_CAX,2,CAX,A,X,4,0,2005,2.8718653551715128,3.012484893401765
NWT,Edge,2_CAX,2,CAX,A,X,4,1,2006,2.703660840288281,3.012484893401765
NWT,Edge,2_CAX,2,CAX,A,X,4,2,2007,3.461928484745501,3.012484893401765
NWT,Edge,2_CAX,2,CAX,A,X,4,3,2008,3.7508094676848,4.1312050256981
NWT,Edge,2_CAX,2,CAX,A,X,4,4,2009,4.3936230504395715,4.1312050256981
NWT,Edge,2_CAX,2,CAX,A,X,4,5,2010,4.249182558969927,4.1312050256981
NWT,Edge,2_CAX,2,CAX,A,X,4,6,2011,4.225418535556343,4.10126046326453
NWT,Edge,2_CAX,2,CAX,A,X,4,7,2012,3.425863297636525,4.10126046326453
NWT,Edge,2_CAX,2,CAX,A,X,4,8,2013,4.652499556600721,4.10126046326453
NWT,Edge,2_CAX,2,CAX,A,X,4,9,2014,4.363618573661429,3.8443442795357483
NWT,Edge,2_CAX,2,CAX,A,X,4,10,2015,3.232876712328767,3.8443442795357483
NWT,Edge,2_CAX,2,CAX,A,X,4,11,2016,3.9365375526170476,3.8443442795357483
NWT,Edge,2_CAX,2,CAX,A,X,4,12,2017,3.653897023042316,4.534943315226942
NWT,Edge,2_CAX,2,CAX,A,X,4,13,2018,5.415989607411568,4.534943315226942
NWT,Edge,2_CBX,2,CBX,B,X,4,0,2005,3.7589124528009457,3.2655633032417435
NWT,Edge,2_CBX,2,CBX,B,X,4,1,2006,2.674762331567652,3.2655633032417435
NWT,Edge,2_CBX,2,CBX,B,X,4,2,2007,3.3630151253566325,3.2655633032417435
NWT,Edge,2_CBX,2,CBX,B,X,4,3,2008,3.4969091682427824,3.799893149047452
NWT,Edge,2_CBX,2,CBX,B,X,4,4,2009,3.7034517243165395,3.799893149047452
NWT,Edge,2_CBX,2,CBX,B,X,4,5,2010,4.199318554583034,3.799893149047452
NWT,Edge,2_CBX,2,CBX,B,X,4,6,2011,3.9271210707378583,3.54802341910089
NWT,Edge,2_CBX,2,CBX,B,X,4,7,2012,3.259256675522902,3.54802341910089
NWT,Edge,2_CBX,2,CBX,B,X,4,8,2013,3.4576925110419103,3.54802341910089
NWT,Edge,2_CBX,2,CBX,B,X,4,9,2014,3.9148353681847654,4.013985479640875
NWT,Edge,2_CBX,2,CBX,B,X,4,10,2015,3.853589838486224,4.013985479640875
NWT,Edge,2_CBX,2,CBX,B,X,4,11,2016,4.273531232251635,4.013985479640875
NWT,Edge,2_CBX,2,CBX,B,X,4,12,2017,4.165886698596297,4.584379135917981
NWT,Edge,2_CBX,2,CBX,B,X,4,13,2018,5.0028715732396645,4.584379135917981
NWT,Edge,2_CDC,2,CDC,D,C,4,0,2005,2.7809916554372784,3.5547329902393883
NWT,Edge,2_CDC,2,CDC,D,C,4,1,2006,3.6709841302233577,3.5547329902393883
NWT,Edge,2_CDC,2,CDC,D,C,4,2,2007,4.212223185057528,3.5547329902393883
NWT,Edge,2_CDC,2,CDC,D,C,4,3,2008,3.834243352904282,4.109682328935463
NWT,Edge,2_CDC,2,CDC,D,C,4,4,2009,3.8548036339021063,4.109682328935463
NWT,Edge,2_CDC,2,CDC,D,C,4,5,2010,4.64,4.109682328935463
NWT,Edge,2_CDC,2,CDC,D,C,4,6,2011,3.97483209793474,4.590601625778349
NWT,Edge,2_CDC,2,CDC,D,C,4,7,2012,4.951673317779557,4.590601625778349
NWT,Edge,2_CDC,2,CDC,D,C,4,8,2013,4.84529946162075,4.590601625778349
NWT,Edge,2_CDC,2,CDC,D,C,4,9,2014,5.1760523461095,5.082163938638269
NWT,Edge,2_CDC,2,CDC,D,C,4,10,2015,4.988275531167038,5.082163938638269
NWT,Edge,2_CDN,2,CDN,D,N,4,0,2005,2.5606166543088165,2.7957559197068567
NWT,Edge,2_CDN,2,CDN,D,N,4,1,2006,3.0549986767807273,2.7957559197068567
NWT,Edge,2_CDN,2,CDN,D,N,4,2,2007,2.7716524280310266,2.7957559197068567
NWT,Edge,2_CDN,2,CDN,D,N,4,3,2008,3.19979981866603,3.302529884333696
NWT,Edge,2_CDN,2,CDN,D,N,4,4,2009,4.0199393624222886,3.302529884333696
NWT,Edge,2_CDN,2,CDN,D,N,4,5,2010,2.687850471912769,3.302529884333696
NWT,Edge,2_CDN,2,CDN,D,N,4,6,2011,3.6279472093010336,3.487316757429665
NWT,Edge,2_CDN,2,CDN,D,N,4,7,2012,2.6454391993781163,3.487316757429665
NWT,Edge,2_CDN,2,CDN,D,N,4,8,2013,4.188563863609846,3.487316757429665
NWT,Edge,2_CDN,2,CDN,D,N,4,9,2014,4.9363929323386255,5.062886293365101
NWT,Edge,2_CDN,2,CDN,D,N,4,10,2015,5.997467452309925,5.062886293365101
NWT,Edge,2_CDN,2,CDN,D,N,4,11,2016,4.254798495446752,5.062886293365101
NWT,Edge,2_CDN,2,CDN,D,N,4,12,2017,5.213483146067416,5.213483146067416
NWT,Edge,2_CDN,2,CDN,D,N,4,13,2018,5.213483146067416,5.213483146067416
NWT,Edge,2_CDX,2,CDX,D,X,4,0,2005,3.7611940298507465,3.4063608159725347
NWT,Edge,2_CDX,2,CDX,D,X,4,1,2006,3.3598548140695255,3.4063608159725347
NWT,Edge,2_CDX,2,CDX,D,X,4,2,2007,3.0980336039973313,3.4063608159725347
NWT,Edge,2_CDX,2,CDX,D,X,4,3,2008,3.4997441126072943,3.44651948066034
NWT,Edge,2_CDX,2,CDX,D,X,4,4,2009,3.351920056159562,3.44651948066034
NWT,Edge,2_CDX,2,CDX,D,X,4,5,2010,3.487894273214164,3.44651948066034
NWT,Edge,2_CDX,2,CDX,D,X,4,6,2011,4.198348087781274,4.279793103699597
NWT,Edge,2_CDX,2,CDX,D,X,4,7,2012,4.675960028079779,4.279793103699597
NWT,Edge,2_CDX,2,CDX,D,X,4,8,2013,3.9650711952377375,4.279793103699597
NWT,Edge,2_CDX,2,CDX,D,X,4,9,2014,3.9650711952377375,3.5072920949720268
NWT,Edge,2_CDX,2,CDX,D,X,4,10,2015,3.3598548140695255,3.5072920949720268
NWT,Edge,2_CDX,2,CDX,D,X,4,11,2016,3.1969502756088173,3.5072920949720268
NWT,Edge,2_CDX,2,CDX,D,X,4,12,2017,2.460169297853466,2.5518031007376147
NWT,Edge,2_CDX,2,CDX,D,X,4,13,2018,2.6434369036217635,2.5518031007376147
NWT,Edge,2_CXC,2,CXC,X,C,4,0,2005,3.205061701062369,3.9024418228480826
NWT,Edge,2_CXC,2,CXC,X,C,4,1,2006,3.2679491924311206,3.9024418228480826
NWT,Edge,2_CXC,2,CXC,X,C,4,2,2007,5.234314575050758,3.9024418228480826
NWT,Edge,2_CXC,2,CXC,X,C,4,3,2008,3.4243369644978303,4.05527707217368
NWT,Edge,2_CXC,2,CXC,X,C,4,4,2009,4.370747126011604,4.05527707217368
NWT,Edge,2_CXC,2,CXC,X,C,4,5,2010,4.370747126011604,4.05527707217368
NWT,Edge,2_CXC,2,CXC,X,C,4,6,2011,3.6730108934934873,4.85532566936428
NWT,Edge,2_CXC,2,CXC,X,C,4,7,2012,5.0586515395485945,4.85532566936428
NWT,Edge,2_CXC,2,CXC,X,C,4,8,2013,5.834314575050757,4.85532566936428
NWT,Edge,2_CXC,2,CXC,X,C,4,9,2014,5.717157287525379,5.643952206768493
NWT,Edge,2_CXC,2,CXC,X,C,4,10,2015,5.5707471260116055,5.643952206768493
NWT,Edge,2_CXN,2,CXN,X,N,4,0,2005,3.9460798473068235,3.458297811768464
NWT,Edge,2_CXN,2,CXN,X,N,4,1,2006,2.8080896551667993,3.458297811768464
NWT,Edge,2_CXN,2,CXN,X,N,4,2,2007,3.6207239328317695,3.458297811768464
NWT,Edge,2_CXN,2,CXN,X,N,4,3,2008,3.854032389001696,3.931550038217445
NWT,Edge,2_CXN,2,CXN,X,N,4,4,2009,4.005624112291516,3.931550038217445
NWT,Edge,2_CXN,2,CXN,X,N,4,5,2010,3.9349936133591226,3.931550038217445
NWT,Edge,2_CXN,2,CXN,X,N,4,6,2011,4.027041071664252,4.455332839096369
NWT,Edge,2_CXN,2,CXN,X,N,4,7,2012,4.260349527834181,4.455332839096369
NWT,Edge,2_CXN,2,CXN,X,N,4,8,2013,5.078607917790673,4.455332839096369
NWT,Edge,2_CXN,2,CXN,X,N,4,9,2014,4.927016194500841,4.114076083783204
NWT,Edge,2_CXN,2,CXN,X,N,4,10,2015,3.7294817373761253,4.114076083783204
NWT,Edge,2_CXN,2,CXN,X,N,4,11,2016,3.6857303194726447,4.114076083783204
NWT,Edge,2_CXN,2,CXN,X,N,4,12,2017,3.246909987319724,3.9052214808667793
NWT,Edge,2_CXN,2,CXN,X,N,4,13,2018,4.563532974413835,3.9052214808667793
NWT,Edge,2_CXX,2,CXX,X,X,4,0,2005,3.4564403032803157,3.8571088259926043
NWT,Edge,2_CXX,2,CXX,X,X,4,1,2006,3.5939089594985885,3.8571088259926043
NWT,Edge,2_CXX,2,CXX,X,X,4,2,2007,4.520977215198908,3.8571088259926043
NWT,Edge,2_CXX,2,CXX,X,X,4,3,2008,3.258269948102361,3.861806487100323
NWT,Edge,2_CXX,2,CXX,X,X,4,4,2009,4.399916219154637,3.861806487100323
NWT,Edge,2_CXX,2,CXX,X,X,4,5,2010,3.9272332940439707,3.861806487100323
NWT,Edge,2_CXX,2,CXX,X,X,4,6,2011,3.9529337072187483,4.466119832232521
NWT,Edge,2_CXX,2,CXX,X,X,4,7,2012,4.048294290088245,4.466119832232521
NWT,Edge,2_CXX,2,CXX,X,X,4,8,2013,5.397131499390568,4.466119832232521
NWT,Edge,2_CXX,2,CXX,X,X,4,9,2014,4.451657166046983,4.7059486588869035
NWT,Edge,2_CXX,2,CXX,X,X,4,10,2015,5.190721165738989,4.7059486588869035
NWT,Edge,2_CXX,2,CXX,X,X,4,11,2016,4.475467644874738,4.7059486588869035
NWT,Edge,2_CXX,2,CXX,X,X,4,12,2017,4.113834470546154,4.415936355587238
NWT,Edge,2_CXX,2,CXX,X,X,4,13,2018,4.7180382406283234,4.415936355587238
NWT,Edge,3_CAC,3,CAC,A,C,4,0,2005,3.011375661894769,3.1856584989087717
NWT,Edge,3_CAC,3,CAC,A,C,4,1,2006,2.522848511042008,3.1856584989087717
NWT,Edge,3_CAC,3,CAC,A,C,4,2,2007,4.022751323789538,3.1856584989087717
NWT,Edge,3_CAC,3,CAC,A,C,4,3,2008,3.045697022084017,3.7702625376808303
NWT,Edge,3_CAC,3,CAC,A,C,4,4,2009,3.5614072367560166,3.7702625376808303
NWT,Edge,3_CAC,3,CAC,A,C,4,5,2010,4.703683354202457,3.7702625376808303
NWT,Edge,3_CAC,3,CAC,A,C,4,6,2011,3.224989827066255,3.0413263305580416
NWT,Edge,3_CAC,3,CAC,A,C,4,7,2012,2.8532921425238533,3.0413263305580416
NWT,Edge,3_CAC,3,CAC,A,C,4,8,2013,3.045697022084017,3.0413263305580416
NWT,Edge,3_CAC,3,CAC,A,C,4,9,2014,2.736462676213492,3.135343424575135
NWT,Edge,3_CAC,3,CAC,A,C,4,10,2015,3.5342241729367774,3.135343424575135
NWT,Edge,3_CAN,3,CAN,A,N,4,0,2005,3.8389829830232416,3.3666791711636344
NWT,Edge,3_CAN,3,CAN,A,N,4,1,2006,2.91645356991633,3.3666791711636344
NWT,Edge,3_CAN,3,CAN,A,N,4,2,2007,3.344600960551333,3.3666791711636344
NWT,Edge,3_CAN,3,CAN,A,N,4,3,2008,3.4108355923882385,3.889335375325308
NWT,Edge,3_CAN,3,CAN,A,N,4,4,2009,4.026195397443195,3.889335375325308
NWT,Edge,3_CAN,3,CAN,A,N,4,5,2010,4.230975136144492,3.889335375325308
NWT,Edge,3_CAN,3,CAN,A,N,4,6,2011,3.917549493071637,4.709134722764559
NWT,Edge,3_CAN,3,CAN,A,N,4,7,2012,4.785335755432414,4.709134722764559
NWT,Edge,3_CAN,3,CAN,A,N,4,8,2013,5.424518919789624,4.709134722764559
NWT,Edge,3_CAN,3,CAN,A,N,4,9,2014,5.750276441073977,5.026670991907913
NWT,Edge,3_CAN,3,CAN,A,N,4,10,2015,5.358284287952715,5.026670991907913
NWT,Edge,3_CAN,3,CAN,A,N,4,11,2016,3.9714522466970488,5.026670991907913
NWT,Edge,3_CAN,3,CAN,A,N,4,12,2017,4.719101123595506,4.966292134831461
NWT,Edge,3_CAN,3,CAN,A,N,4,13,2018,5.213483146067416,4.966292134831461
NWT,Edge,3_CAX,3,CAX,A,X,4,0,2005,4.094047022105945,3.697245620138901
NWT,Edge,3_CAX,3,CAX,A,X,4,1,2006,3.2131306334410934,3.697245620138901
NWT,Edge,3_CAX,3,CAX,A,X,4,2,2007,3.7845592048696637,3.697245620138901
NWT,Edge,3_CAX,3,CAX,A,X,4,3,2008,3.6605296130870797,3.5752285073352184
